,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
0,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Peça circular metálica, cor dourada, anverso: efígie de figura masculina ao redor estrelas e escrita CERVANTES acima deste nome ESPAÑA ano de 1999; borda lisa com ranhuras de quase 1 em 1 cm; verso: do lado esquerdo mapa da Europa estilizado e no lado direito numero ""20"" abaixo dele EURO CENT.",3||MCP1100,Moeda
1,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular metálica, cor dourada, anverso: efígie de figura masculina com óculos ao redor estrelas e ao ano de 2000; borda lisa com ranhuras de quase 1 em 1 cm; verso: do lado esquerdo mapa de europa estilizado e no lado direito numero ""20"" abaixo dele EURO CENT.",3||MCP1099,Moeda
2,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Moeda de 10 centavos de Euro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e efígie de Cervantes.",3||MCP1098,Moeda
3,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2003,"Moeda de 10 centavos de Euro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e efígie de Cervantes.",3||MCP1097,Moeda
4,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"moeda metal prateado. Verso: mapa do brasil com ponto central (DF) e linhas retas(raios), abaixo inscrições. Anverso: efígie de fuas figuras masculinas , ladeada a esquerda por inscrição e abaixo datas estilizadas. Borda da moeda com inscrições e simbolo",3||MCP1096,Moeda||1 cruzeiro
5,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"moeda metal prateado. Verso: mapa do brasil com ponto central (DF) e linhas retas(raios), abaixo inscrições. Anverso: efígie de fuas figuras masculinas , ladeada a esquerda por inscrição e abaixo datas estilizadas. Borda da moeda com inscrições e simbolo",3||MCP1095,Moeda||1 cruzeiro
6,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1993,"Moeda de 1000 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e dístico Brasil. No anverso, inscrições e figura de dois peixes acará.",3||MCP1094,Moeda
7,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1993,"Moeda de 1000 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e dístico Brasil. No anverso, inscrições e figura de dois peixes acará.",3||MCP1093,Moeda
8,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1993,"Moeda de 1000 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e dístico Brasil. No anverso, inscrições e figura de dois peixes acará.",3||MCP1092,Moeda
9,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1992,"Moeda de 500 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e decorações fitomórficas. No anverso, inscrições e ilustração de tartaruga marinha.",3||MCP1091,Moeda
10,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1992,"Moeda de 500 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e decorações fitomórficas. No anverso, inscrições e ilustração de tartaruga marinha.",3||MCP1090,Moeda
11,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1992,"Moeda de 500 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e decorações fitomórficas. No anverso, inscrições e ilustração de tartaruga marinha.",3||MCP1089,Moeda
12,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1996,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",3||MCP1088,Moeda||1 centavo
13,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",3||MCP1087,Moeda||1 centavo
14,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",3||MCP1086,Moeda||1 centavo
15,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",3||MCP1085,Moeda||1 centavo
16,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",3||MCP1084,Moeda||1 centavo
17,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1946,"Moeda de 1 Cruzeiro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e decorações em motivo fitomórfico. No anverso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP1083,Moeda
18,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1946,"Moeda de 1 Cruzeiro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e decorações em motivo fitomórfico. No anverso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP1082,Moeda
19,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1928,"moeda em metal dourado. Verso: ao centro valor encimado por uma estrela, envolto por coroa de ramos e orlado por inscrições. Anverso: Ao centro figura alegórica feminina , ladeada a direita por 5 estrelas e orlada circulo de estrelas.",3||MCP1081,Moeda||500 réis
20,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1945,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: efígie de homem de perfil orlado na parte superior por inscrições.",3||MCP1080,Moeda||20 centavos
21,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1953,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: ilegivel",3||MCP1079,Moeda||20 centavos
22,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1947,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: efígie de homem de perfil orlado na parte superior por inscrições.",3||MCP1078,Moeda||20 centavos
23,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1945,"moeda metal dourado. Verso: valor encimado por uma estrela, abaixo data. Anverso: efígie de homem de perfil orlado na parte superior por inscrições.",3||MCP1077,Moeda||20 centavos
24,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1927,"Verso: valor ao centro encimado por uma estrela, envolto por uma coroa de ramos e orlado na parte superior e inferior por inscrições. Anverso: figura alegórica feminina orlada por circulo de estrelas.",3||MCP1076,Moeda||1000 réis
25,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,"moeda metal prateado. Verso: brasão de armas da rpública ladeado a esquerda por ramos , encimado por valor e orlado por inscrições. Efígie alegoria da República envolta por circulo de estrelas.",3||MCP1075,Moeda||400 réis
26,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1952,moeda metal dourado. Verso: Ao centro valor encimado por uma estrela e abaixo inscrição e data. Anverso: Efígie figura masculina orlado por inscrições e simbolo,3||MCP1074,Moeda||10 centavos
27,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1945,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1073,Moeda
28,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1947,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1072,Moeda
29,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1947,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1071,Moeda
30,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1943,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1070,Moeda
31,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1945,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1069,Moeda
32,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1945,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1068,Moeda
33,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1943,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Getúlio Vargas.",3||MCP1067,Moeda
34,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1979,"Moeda circular, de metal, prateada. Anverso: Figura masculina de perfil , com as inscrições BRASIL. Reverso: desenho de um farol geométrico ladeado pelas inscrições: 20 CENTAVOS 1979. || Bordo liso.",3||MCP1066,Moeda
35,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1978,"Moeda circular, de metal, prateada. Anverso: Figura masculina de perfil , com as inscrições BRASIL. Reverso: desenho de um farol geométrico ladeado pelas inscrições: 20 CENTAVOS 1979. || Bordo liso.",3||MCP1065,Moeda
36,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1965,"Moeda circular, de metal, prateada. Anverso: imagem do mapa do Brasil ao centro com inscrição BRASIL. Reverso: inscrições: 20 CRUZEIROS 1965. || Bordo liso.",3||MCP1064,Moeda
37,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1982,"Moeda circular, de metal, prateada. Anverso: Distico BRASIL e ramos de café . Reverso: Inscrições 5 CRUZEIROS 1982 com traços ondulados ao fundo . || Bordo liso.",3||MCP0644,Moeda
38,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1993,"Peça circular metálica na cor prata, anverso: a inscrição TAMANDUÁ e o desenho do animal; borda lisa, reverso: ao centro número 10, abaixo dele CR$, acima BRASIL na lateral esquerda 1993.",3||MCP0643,Moeda
39,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1993,"Peça circular metálica na cor prata, anverso: inscrição ARARA e o desenho de dois animais desse, borda lisa; reverso: valor nominal 5 abaixo dele CR$ acima BRASIL e na lateral esquerda o ano de 1993.",3||MCP0642,Moeda
40,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1936,"Peça circular metálica na cor prata, anverso: efígie de Mauá (Visconde de) e ao lado o nome MAUÁ; borda lisa, reverso: ao centro desenho de locomotiva, acima dela BRASIL e o ano de 1936 e abaixo o valor 200 e as letras RS.",3||MCP0641,Moeda
41,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1992,"Peça circular metálica na cor prata, anverso: inscrição PEIXE-BOI e o desenho do animal, borda lisa, reverso: ao centro valor de 100 CRUZEIROS acima dele BRASIL e lado esquerdo 1992.",3||MCP0640,Moeda
42,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1967,"Moeda de 20 centavos de Franco, em metal dourado, contendo no verso inscrições e decoração em motivos fitomórficos. No anverso, inscrições e alegoria da República Francesa.",3||MCP0639,Moeda
43,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2001,"Moeda de 50 centavos de Euro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e efígie de Cervantes.",3||MCP0638,Moeda
44,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Moeda de 20 centavos de Euro, em metal dourado, com bordo liso com sulcos alternados, contendo no verso inscrições e mapa da Europa. No anverso, inscrições, estrelas e alegoria da República Francesa.",3||MCP0637,Moeda
45,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Moeda de 1 Euro, em metal prateado com borda dourada, com bordo liso e serrilhado alternadamente, contendo no verso inscrições e mapa da Europa. No anverso, inscrições, estrelas e decoração de motivo fitomórfico.",3||MCP0636,Moeda
46,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Moeda de 5 Pesetas, em metal dourado, com bordo liso, contendo no verso inscrições e imagem de moinho d'água. No anverso, inscrições e imagem de elemento arquitetônico.",3||MCP0635,Moeda
47,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1979,"Moeda de 2 Francos, em metal prateado, com bordo serrilhado, contendo no verso inscrições e decoração com ramo de oliveira. No anverso, inscrições e alegoria da República Francesa.",3||MCP0634,Moeda
48,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1951,"Moeda de 50 centavos de Cruzeiro, em metal dourado, contendo no verso inscrições. No anverso, inscrições e efígie de Eurico Gaspar Dutra.",3||MCP0633,Moeda
49,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2000,"Moeda de 2 centavos de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",3||MCP0632,Moeda
50,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XIX > 1889,"Moeda circular, de metal, cobreada. Anverso: Brasão da República Brasileira e disticos 1889 e outras inscrições ilegiveis . Reverso: Ao centro inscrição 20 REIS e AO disticos VINTEM POUPADO e outros ilegiveis . || Bordo liso.",3||MCP0631,Moeda
51,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1984,"Moeda de 20 centavos de Franco, em metal dourado, contendo no verso inscrições e decoração em motivos fitomórficos. No anverso, inscrições e alegoria da República Francesa.",3||MCP0630,Moeda
52,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1983,"Moeda de 20 centavos de Franco, em metal dourado, contendo no verso inscrições e decoração em motivos fitomórficos. No anverso, inscrições e alegoria da República Francesa.",3||MCP0629,Moeda
53,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1969,Peça me´talica circular na cor prata; anverso: efígie feiminina inscrião BRASIL; borda lisa; reverso: valor nominal 2 CENTAVOS e o ano de 1969.,3||MCP0628,Moeda
54,União Européia,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2012,"Moeda de 1 centavo de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma edificação.",3||MCP0627,Moeda
55,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2004,"Peça circular metálica na cor cobre; anverso: efígie de Cabral (Pedro Álvares) e a inscrição ao lado dele CABRAL lado esquerdo superior da figura BRASIL; borda lisa; reverso: valor de 1 CENTAVO ao lado dele, parte da bandeira do Brasil estilizada e na parte inferior o ano de 2004.",3||MCP0626,Moeda
56,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2001,"Peça circular metálica na cor cobre; anverso: efígie de Cabral (Pedro Álvares) e a inscrição ao lado dele CABRAL lado esquerdo superior da figura BRASIL; borda lisa; reverso: valor de 1 CENTAVO ao lado dele, parte da bandeira do Brasil estilizada e na parte inferior o ano de 2001.",3||MCP0625,Moeda
57,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2006,"Peça metálica circular na cor prata anverso: desenho de carroça de boi (?) carregando duas pessoas, um homem ao lado, ao fundo lado esquerdo figura do sol, lado direito Monte. parte superior NEBRASKA 1867 laterial direita inferior CHIMNEY ROCK e abaixo o ano de 2006 e inscrição E PLURIBUS UNUM; borda cerrilhada com duas cores; reverso efígie de figura masculina, acima dele UNITED ESTATES OF AMERICA, lado esquerdo LIBERTY , lado direito IN GOD WE TRUST letra D e abaixo QUARTER DOLLAR.",3||MCP0624,Moeda
58,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1995,"Peça circular metálica na cor prata, anverso: efígie de figura humana e inscrição BRASIL, borda lisa, reverso: valor nominal de 10 CENTAVOS e o ano de 1995.",3||MCP0623,Moeda
59,Bélgica,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1988,"Moeda de 5 Francos, em metal dourado, com bordo liso, contendo no verso inscrições. No anverso, inscrições e efígie de figura masculina.",3||MCP0622,Moeda
60,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2007,"Moeda de 5 centavos de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",3||MCP0621,Moeda
61,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1998,"Peça metálica circular na cor prata anverso: efígie de figura masculina em perfil , lado esquerdo a inscrição IN GOD WE TRUST lado direito LIBERTY e direito letra D 1998; borda lisa; reverso: fachada de edifício e abaixo dele MONTICELLO, acima E PLURIBUS UNUM, abaixo FIVE CENTS e abaixo UNITED ESTATES OF AMERICA.",3||MCP0620,Moeda
62,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1969,Peça circular metálica na cor prata; anverso: efígie de figura feminina e inscrição BRASIL; borda lisa; reverso: valor nominal de 5 CENTAVOS e o ano de 1969.,3||MCP0619,Moeda
63,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"Moeda de 1/2 Franco, em metal prateado, com bordo serrilhado, contendo no verso inscrições e decoração com ramo de oliveira. No anverso, inscrições e alegoria da República Francesa.",3||MCP0618,Moeda
64,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2007,"Moeda de 1 centavo de Euro, em metal cobreado, com bordo liso, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",3||MCP0617,Moeda
65,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2006,"Peça metálica circular na cor cobre; anverso: efígie de figura masculina , acima dele a inscrição IN GOD WE TRUST lado esquerdo LIBERTY e direito letra D 2006; borda lisa; reverso: fachada de edifício com várias colunas paralelas, ladeando a borda UNITED ESTATES OF AMERICA e acima da edificação E PLURIBUS UNUM em baixo o valor de ONE CENT",3||MCP0616,Moeda
66,Bélgica,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"Moeda de 50 Francos, em metal prateado, com bordo serrilhado, contendo no verso inscrições. No anverso, inscrições e efígie de Albert II.",3||MCP0615,Moeda
67,Bélgica,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1987,"Moeda de 5 Francos, em metal dourado, com bordo liso, contendo no verso inscrições. No anverso, inscrições e efígie de figura masculina.",3||MCP0614,Moeda
68,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2006,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 2006 vborda cerrilhada em duas cores (prata e cobre); reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",3||MCP0613,Moeda
69,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra D 1994; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",3||MCP0612,Moeda
70,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1971,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 1971; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",3||MCP0611,Moeda
71,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1995,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 1995; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",3||MCP0610,Moeda
72,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1987,"Peça metálica circular na cor prata; anverso: brasão de armas da república federativa do Brasil (?), borda lisa; reverso valor nominal de 50 centavos, acima dele a inscrição BRASIL e abaixo o ano de 1987.",3||MCP0609,Moeda
73,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1993,"Peça metálica circular na cor prata; anverso: inscrição LOBO GUARÁ e o desenho do animal, borda lisa reverso: número 100 ao centro, CR$ acima BRASIL e do lado esquerdo o ano de 1993.",3||MCP0608,Moeda
74,França,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1997,"Moeda de 10 centavos de Franco, em metal dourado, contendo no verso inscrições e decoração em motivos fitomórficos. No anverso, inscrições e alegoria da República Francesa.",3||MCP0607,Moeda
75,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1965,"Moeda circular, de metal, prateada. Anverso: imagem do mapa do Brasil ao centro com inscrição BRASIL. Reverso: inscrições: 20 CRUZEIROS 1965. || Bordo liso.",3||MCP0499,Moeda
76,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1976,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1976",3||MCP0499,Moeda
77,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1978,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1978",3||MCP0498,Moeda
78,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1976,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa; verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1976",3||MCP0497,Moeda
79,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1975,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1975",3||MCP0496,Moeda
80,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1978,"Peça circular metálica, cor prata; anverso: perfil de figura feminina e inscrição BRASIL, borda lisa; verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1978",3||MCP0495,Moeda
81,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1970,"Peça circular metálica, cor marrom escura; anverso: perfil de figura feminina e inscrição BRASIL, borda cerrilhada; verso: valor nominal 10 CENTAVOS, à esquerda edificação com fogo(?) e inscrição 1970",3||MCP0494,Moeda
82,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2010,"Moeda circular, de metal, cobreada. Anverso: Efigie de Joaquim José da Silva Xavier e disticos BRASIL e TIRADENTES . Reverso: Alusão à bandeira nacional e inscrição 5 CENTAVOS 2010. || Bordo liso.",3||MCP0493,Moeda
83,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2009,"Moeda circular, de metal, cobreada. Anverso: Efigie de Joaquim José da Silva Xavier e disticos BRASIL e TIRADENTES . Reverso: Alusão à bandeira nacional e inscrição 5 CENTAVOS 2009. || Bordo liso.",3||MCP0492,Moeda
84,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2007,"Moeda circular, de metal, cobreada. Anverso: Efigie de Joaquim José da Silva Xavier e disticos BRASIL e TIRADENTES . Reverso: Alusão à bandeira nacional e inscrição 5 CENTAVOS 2007. || Bordo liso.",3||MCP0491,Moeda||Moeda
85,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1986,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,3||MCP0490,Moeda||500 cruzeiros
86,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1985,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,3||MCP0489,Moeda||500 cruzeiros
87,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1986,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,3||MCP0488,Moeda||500 cruzeiros
88,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1986,moeda em metal prateado. Verso: Ao centro valor orlado na parte superior e inferior por inscrições. Anverso: Ao centro brasão de armas da República,3||MCP0487,Moeda||500 cruzeiros
89,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1946,"Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP0486,Moeda
90,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1945,"Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP0485,Moeda
91,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1947,"Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP0484,Moeda
92,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1946,"Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anverso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP0483,Moeda
93,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1944,"Moeda de 2 Cruzeiros, em metal dourado, contendo no verso inscrições e decorações em motivo fitomórfico. No anervso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",3||MCP0482,Moeda
94,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1991,"moeda metal prateado. Verso: Valor e inscrições sobrepostos a esfera com faixa e estelas . Anverso: figura de trabalhador, abaixo abaixo imagem de fábrica.",3||MCP0481,Moeda||10 cruzeiros
