,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
216,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1992,"Moeda circular, de metal, Anverso: Figura masculina de perfil representando Tiradentes, com barba, com as inscrições em formar triangular: LIBERDADE CIDADANIA TIRADENTES || 1792-1992. Reverso: desenho de elementos geométrico que sai de uma extremidade da moeda e vai a outra, cruzando a face da moeda e formando uma espécie de letra S, ao centro possui as inscrições: BRASIL 5000 CRUZEIROS. || Bordo liso.",3||MCP0180,Moeda
217,Chile,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Moeda de 50 pesos, em metal dourado escurecido, com bordo sextavado, contendo no verso inscriçõe e decorações em motivos fitomórficos. No anverso, inscrições e efígie de B. O. Higgins.",3||MCP0179,Moeda
218,Chile,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2002,"Moeda de 50 pesos, em metal dourado escurecido, com bordo sextavado, contendo no verso inscriçõe e decorações em motivos fitomórficos. No anverso, inscrições e efígie de B. O. Higgins.",3||MCP0178,Moeda
219,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,"moeda metal prateado. Verso: Brasão de armas da república ladeado a esquerda por ramos, encimado e orlado por inscrições e simbolos. Anverso: efígie alegoria da República envolto por estrelas.",3||MCP0177,Moeda||400 réis
220,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,"moeda metal prateado. Verso: Brasão de armas da república ladeado a esquerda por ramos, encimado e orlado por inscrições e simbolos. Anverso: efígie alegoria da República envolto por estrelas.",3||MCP0176,Moeda||200 réis
221,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1983,"Moeda de 20 Cruzeiros, em metal prateado, contendo no verso inscrições e dístico Brasil e risco original da Igreja de são Francisco de Assis em São João del Rei-MG. No anverso, inscrições e símbolo do BC e zimbo (concha).",3||MCP0175,Moeda
222,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular irregular, metálica, com representação geométrica em um dos lados, muito degradada.",3||MCP0174,Moeda
223,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular metálica e com cor amarela predominante; anverso: parte central com representação de busto de figura masculina de frente e inscrição ""FLORIANO PEIXOTO 1839 1930""; bordo liso; verso com inscrição ""BRASIL 2.000 RÉIS 1939"", circundada por elementos irregulares.",3||MCP0173,Moeda
224,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular metálica e com cor amarela predominante; anverso: parte central com representação de busto de figura masculina em perfil e com chapéu; ao lado direito há inscrição ""CAXIAS C"" e ao lado esquerdo a representação de uma coroa; próximo à borda há pequenas figuras circulares (""formando um rendilhado""); bordo liso; verso: com inscrição ""2000 RS"" e ao meio representação de adaga de espada, em cima inscrição ""BRASIL"".",3||MCP0172,Moeda
225,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1940,"Moeda de 300 Réis, em metal cobreado, contendo no verso inscrições e decorações, no anverso, inscrições e efígie de Getúlio Vargas.",3||MCP0171,Moeda
226,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1927,"Moeda de 200 Réis, em metal prateado, com bordo liso, contendo no verso inscrições e, no anverso, estrelas e alegoria da República.",3||MCP0170,Moeda
227,União Européia,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2009,"Moeda de 10 centavos de Euro, em metal dourado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições, estrelas e figura feminina.",3||MCP0169,Moeda
228,União Européia,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1999,"Moeda de 50 centavos de Euro, em metal dourado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições, estrelas e efígie de homem.",3||MCP0168,Moeda
229,União Européia,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2002,"Moeda de 20 centavos de Euro, em metal dourado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e figura humana.",3||MCP0167,Moeda
230,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"Moeda de 1 centavo de Dólar, em metal cobreado, contendo no verso inscrições e efígie de Abraham Lincoln. No anverso, inscrições e edificação.",3||MCP0166,Moeda
231,Espanha,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2001,"Moeda de 5 centavos de Euro, em metal cobreado, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",3||MCP0165,Moeda
232,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1937,"moeda metal dourado. Verso: Ao centro desenho de punho de sabre divindo o valor , ladeada a direita por data e encimada por inscrição e simbolos . Anverso: efígie de homem com chapeu ladeado por inscrições dividida em tres linhas ( CAXIAS) e simbolos (coroa de duque).",3||MCP0164,Moeda||2000 Rs
233,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1922,moeda prateada. Verso: circulo central contento valor e orlada por inscrições e simbolos . Anverso: busto alegoria da República orlado por estrelas,3||MCP0163,Moeda||400 réis
234,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1938,moeda metal prateado. Verso: ao centro valor orlado por inscrições e envolto por desenhos geométricos. Anverso: Efígie de homem (getúlio Vargas) ladeado por inscrições.,3||MCP0162,Moeda||300 réis
235,Portugal,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2002,"Moeda de 2 centavos de Euro, em metal cobreado, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e crucifixo.",3||MCP0161,Moeda
236,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1975,"Moeda de 1 centavo de Dólar, em metal cobreado, contendo no verso inscrições e efígie de Abraham Lincoln. No anverso, inscrições e edificação.",3||MCP0160,Moeda
237,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Verso: ao centro imagem de tocha encimada por valor e cruzada por ramos . A esquerda data 1822 encimadda por coroa imperial , a direita data 1922 encimada por chapeu (barrete frigio). Orlada por inscrições . Anverso: busto perfil sobrepostos de dois homens e orlada por inscrições.",3||MCP0159,Moeda||1000 réis
238,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular metálica, na cor amarela, com anverso representando figura masculina em perfil e inscrição próxima à borda: ""PRESIDENTE DUTRA BRASIL""; bordo liso; verso com inscrição ""50 CENTAVOS 1950"" encimadas por 01 estrela na parte superior.",3||MCP0158,Moeda
239,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular, metálica, predominante na cor amarela, com anverso: parte central representação de rosto de figura masculina e inscrição: ""KON?TANTINO? KANAPH?""; bordo cerrilhado; verso: com desenho de embarcação e inscrições: ""E^^HNIKH ?HMOKPATIA APAXMH 1982 1"".",3||MCP0157,Moeda
240,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular, metálica, predominante na cor amarela, com anverso: parte central representação de figura feminina agachada e em perfil, circundada por estrelas de 05 pontas; bordo cerrilhado; verso: com inscriçõe na parte superior: ""BRASIL"", parte central com inscrição: ""500 REIS"", circundada por elementos fitomorfos, e abaixo inscrição: ""1924"".",3||MCP0156,Moeda
241,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,Moeda de metal prateado com efígie feminina rodeada de estrelas no verso e brasão da República no anverso,3||MCP0155,Moeda||200 réis
242,África do Sul,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1994,"Moeda de 5 Rand, em metal prateado, contendo no verso inscrições e imagem zoomórfica. No anverso, inscrições e brasão.",3||MCP0154,Moeda
243,Estados Unidos da América,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2000,"Moeda de 1 Dólar, em metal cobreado, contendo no verso inscrições, estrelas e ilustração de águia. No anverso, inscrições e lustração de mulher indígena carregando bebê.",3||MCP0153,Moeda
244,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1930,"Moeda de 200 Réis, em metal prateado, com bordo liso, contendo no verso inscrições e, no anverso, estrelas e alegoria da República.",3||MCP0152,Moeda
245,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1924,"Moeda de 1000 Réis, em metal cobreado, com bordo serrilhado, com inscrições e decorações fitomórficas no verso, No anverso, estrelas e representação de Ceres.",3||MCP0151,Moeda
246,Peru,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2009,"Moeda de 1 Nuevo Sol, em metal prateado, contendo no verso inscrições e imagem decorações de motivos fitomórficos. No anverso, inscrições e brasão.",3||MCP0150,Moeda
247,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1970,"Moeda de 10 centavos de Cruzeiro, em metal, com bordo liso, contendo no verso inscrições e imagem ilegível e, no anverso, imagem ilegível.",3||MCP0149,Moeda
248,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1937,"Moeda de 400 Réis, em metal prateado, com inscrições e figura de lamparina no verso e inscrições e efígie de Oswaldo Cruz no anverso. Bordo liso.",3||MCP0148,Moeda
249,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1938,"Moeda de 400 Réis, em metal prateado, com inscrições e figura de lamparina no verso e inscrições e efígie de Oswaldo Cruz no anverso. Bordo liso.",3||MCP0147,Moeda
250,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,"Moeda de 400 Réis, em metal prateado, com inscrições e brasão da República verso e estrelas e alegoria da República no anverso. Bordo liso.",3||MCP0146,Moeda
251,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,"Moeda de 400 Réis, em metal prateado, com inscrições e brasão da República verso e estrelas e alegoria da República no anverso. Bordo liso.",3||MCP0145,Moeda
252,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XIX > 1853,"Moeda de 1000 Réis, em metal prateado, com inscrições e elementos decorativos fitomórficos. No anverso, inscrições e brasão do Império.",3||MCP0144,Moeda
253,Brasil,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1901,"Moeda de 200 Réis, em metal prateado, com inscrições e brasão da República verso e estrelas e alegoria da República no anverso. Bordo liso.",3||MCP0143,Moeda
254,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XX > 1921,"Peça circular cor prateado, anverso figura antropomorfa circundada por estrelas. Verso alegoria da república . Bordo liso.",3||MCP0142,Moeda
255,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular cor prateado, anverso figura antropomorfa circundada por estrelas. Verso alegoria da república . Bordo liso.",3||MCP0141,Moeda
256,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular cor prateado, anverso figura antropomorfa circundada por estrelas. Verso ramo de louro com inscrições. Orificio em uma ponta. Bordo serrilhado.",3||MCP0140,Moeda
257,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Século XXI > 2000,"Peça circular cor bronze, anverso figura indigena carregando as costas um bebê e inscrições. Verso figura de aguia ao centro e estrelas. Bordo liso.",3||MCP0139,Moeda
258,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular metálica com predominância na cor acobreada com representação de brasão na parte central cirdundada por figuras fitomorfas; bordo cerrilhado; verso com inscrição numérica ""40"" e inscrições ilegíveis.",3||MCP0102,Moeda
259,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular acobreada que possui em seu anverso representações de desenhos fitomorfos nas laterais da figura central e com formatos diferentes; à direita do anverso, 06 folhas alongadas distribuídas duas a duas ao longo do caule encimada por representação de flor com 04 pétalas dispostas 2 a 2, uma acima da outra; no lado esquerdo da peça, a vegetação possui 06 folhas dispostas 2 a 2 com bordas bifurcadas ao longo do caule e encimadas por flor com 03 pétalas, similar à tulipa; na parte inferior da peça, os caules estão ligados por um laço, sendo a parte central arredondada e os laços levemente triangulares; representação de brasão contendo 08 estrelas de 05 pontas (visíveis) em formato circular e entre duas linhas finas acima dessa imagem a figura está ilegível, logo acima dessa imagem: faixas de formato abobadado que se assemelha a coroa; lateral da peça com linhas paralelas; no verso inscrição de número 40 em alto relevo circundado por figuras fitormorfas ao longo da peça.",3||MCP0100,Moeda
260,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça metálica de formato circular, na cor acobreada, com pontos esverdeados, que possui em seu anverso desenhos fitomorfos que ladeiam a figura central (brasão), do lado direito do anverso, o desenho possui caule fino, 06 folhas dispostas uniformente (duas a duas) alongadas. logo abaixo do caule, está representado um laço com parte central circular e extremidades uniformes levemente triangulares; no lado esquerdo do anverso, o desenho fitormorfo é diferente do lado direito e é representado por caule com 10 folhas legíveis, dispostas duas a duas, com bordas bifurcadas e encimadas por representação de flor com 03 pétalas (similar à tulipa). Na parte acima da área central, há representação de abóboda com 05 faixas e espaços em branco, como se indicassem que a peça é vazada, unindo essas faixas, há uma estrutura circular acima e abaixo partes circulares (representação da coroa do primeiro império?). A parte central possui brasão com representação central de globo terrestre e em seus quatro pontos cardeais uma representação triangular (""esticada nas laterais"" - Cruz de Malta?); dois círculos de tamanhos diferentes circulam o globoor, abaixo uma estrutura levemente triangular ""esticada nas laterais"". Essa mesma estrutura aparece parcialmente à esquerda do globo. Nas laterais da peça está liso. No verso da peça, observa-se uma parte central em baixo relevo e com a inscrição ""80"" em alto relevo, na parte de fora do círculo há outra formação circular formada por desenhos fitomorfos com representação de flores similares à tulipas; na área entre os dois círculos, há presença de representação de vegetação composta por 04 partes similares a trevo de 04 folhas (apenas 08 estão legíveis); na parte externa à estrutura circular composta por folhagens, possuem inscrições numéricas e alfabéticas.",3||MCP0099,Moeda
261,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça metálica de formato circular, na cor acobreada que possui em seu anverso desenhos fitomorfos que ladeiam a figura central (que está parcialmente apagada), do lado direito do anverso, o desenho possui caule fino, 06 folhas dispostas uniformente (duas a duas) alongadas. logo abaixo do caule, está representado um laço com parte central circular e extremidades uniformes levemente triangulares; no lado esquerdo do anverso, o desenho fitormorfo é diferente do lado direito e é representado por caule com 04 folhas legíveis, dispostas duas a duas, com bordas bifurcadas. Na parte acima da área central, há representação de abóboda com 03 faixas legíveis e espaços em branco, como se indicassem que a peça é vazada, unindo essas faixas, há uma estrutura circular acima. A parte central que está apagada indica (em sua parte inferior) que havia a representação de um brasão e possui 10 estrelas de cinco pontas dispostas de forma circular (entre elas duas linhas - uma acima e outra abaixo) e acima dessa estrutura, há a representação de um globo terrestre (legível apenas da metade à parte inferior, abaixo uma estrutura levemente triangular ""esticada nas laterais"". Essa mesma estrutura aparece parcialmente à esquerda do globo. Nas laterais da peça, há pequenos traços retilíneos dispostos paralelamente e com um pequeno espaço entre eles. No verso da peça, observa-se uma parte central em baixo relevo e com a inscrição ""40"" em alto relevo e o fundo desse círculo composto por inúmeras linhas fininhas e paralelas (estriadas), na parte de fora do círculo há outra formação circular formada por desenhos fitomorfos com representação de flores similares à tulipas; na área entre os dois círculos, há presença de representação de vegetação composta por 04 partes similares a trevo de 04 folhas (apenas duas estão legíveis); na parte externa à estrutura circular composta por folhagens, as áreas não tem ormanentação (lisas).",3||MCP0098,Moeda
262,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça circular predominante na cor acobreada com pontos esverdeados que possui em seu anverso parte central com indicação de representação de brasão, porém ilegível, ladeado por desenhos fitomorfos (caules e folhas de formatos diferentes); não há indícios de ornamentação nas laterais da peça; no verso, há representação de círculo, em tamanho menor ao diâmetro da peça, com desenhos fitomorfos (folhas ou flor semelhante à tulipa/lírio?); no interior dessa ormanentação ao lado mais à direita do verso, há um círculo em baixo relevo com a inscrição numérica ""20"" (em alto relevo); todo o verso que não possui ornamentação/inscrição é liso.",3||MCP0097,Moeda
263,Não identificado,03 Objetos Pecuniários,Não identificado,Não identificada||Não identificada,"Peça metálica de formato circular, na cor acobreada que possui em seu anverso desenhos fitomorfos que ladeiam a figura central (que está apagada), do lado direito do anverso, o desenho possui caule fino, 06 folhas dispostas uniformente (duas a duas) alongadas e encimadas por representação de flor com provavelmente 03 pétalas. logo abaixo do caule, está representado um laço com parte central circular e extremidades uniformes levemente triangulares; no lado esquerdo do anverso, o desenho fitormorfo é diferente do lado direito e é representado por caule com 08 folhas, dispostas duas a duas, com bordas bifurcadas, encimadas por representação de flor com aproximadamente 03 pétalas (similar à tulipa). Na parte acima da área central, há representação de abóboda com 05 faixas e espaços em branco, como se indicassem que a peça é vazada, unindo essas faixas, há uma estrutura circular acima. A parte central que está apagada indica (em sua parte inferior) que havia a representação de um brasão. Nas laterais da peça, há pequenos traços retilíneos dispostos paralelamente e com um pequeno espaço entre eles. No verso da peça, observa-se uma parte central em baixo relevo e com a inscrição ""40"" em alto relevo, sendo todas as outras partes sem ormanentação (lisas).",3||MCP0096,Moeda
