,Assunto/ palavras-chave,Autor,Data,Identifier,Tipo do recurso,Título
1947,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11799,,
1948,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,,11247,,"Estudo para ilustração do livro ""Antologia Poética"", de Paulo Mendes Campos"
1949,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1950,11814,,Figuras de candomblé
1950,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11567,,Crianças no balanço
1951,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,,11248,,"Estudo para ilustração do livro ""Antologia Poética"", de Paulo Mendes Campos"
1952,Djanira da Motta e Silva,Djanira,1961/1970,,xilogravura,
1953,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1955,11620,,"Igreja de São Domingos, Salvador, Bahia"
1954,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1957,11484,,
1955,Djanira da Motta e Silva||Gravura Brasileira,Djanira||Djanira,1961,11271,,Pescador e velas [cartaz]
1956,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11797,,
1957,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11798,,
1958,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11801,,
1959,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11813,,Figuras de candomblé
1960,Djanira da Motta e Silva,Djanira,1967,,serigrafia,Meios de transporte
1961,Djanira da Motta e Silva||Pintura Brasileira,Djanira||Djanira,1958.0,12184,,Engomadeira
1962,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11498,,
1963,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11800,,
1964,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11784,,"Oito estudos para ilustração de ""Campo Geral"", de Guimarães Rosa"
1965,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11830,,"Paisagem de Cabo Frio, RJ"
1966,Djanira da Motta e Silva,Djanira,1942,,óleo sobre tela,Retrato de senhora
1967,Djanira da Motta e Silva,Djanira,1967,,ponta-seca e água-forte,Casa de farinha
1968,Djanira da Motta e Silva,Djanira,1940,,aquarela e nanquim sobre papel,Ciranda
1969,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1945,11570,,Sonho de uma criança pobre
1970,Djanira da Motta e Silva,Djanira,1961/1970,,guache e grafite sobre papel,"Estudo de painel de azulejos para o corredor da casa da artista em Santa Teresa, Rio de Janeiro, RJ"
1971,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,1946,11569,,Figuras no parque
1972,Djanira da Motta e Silva,Djanira,1967,,ponta-seca,Bilheteria
1973,Djanira da Motta e Silva||Desenho Brasileiro,Djanira||Djanira,,11783,,"Oito estudos para ilustração de ""Campo Geral"", de Guimarães Rosa"
1974,Djanira da Motta e Silva,Djanira,1946,,crayon sobre papel,Colheita de café
1975,Rodolfo Amoedo,,,,,
1976,Rodolfo Amoedo,Rodolfo Amoedo,1884,,óleo sobre tela,A partida de Jacob
1977,Rodolfo Amoedo,Rodolfo Amoedo,1892,,,Desdêmona
1978,Rodolfo Amoedo,Rodolfo Amoedo,1884,,óleo sobre tela,Estudo de mulher
1979,Rodolfo Amoedo,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Cena de café
1980,Rodolfo Amoedo,RODOLFO AMOEDO,1895,,Pintura,Más notícias
1981,Rodolfo Amoedo,Rodolfo Amoedo,,,,Menina com guarda-chuva
1982,Rodolfo Amoedo,Rodolfo Amoedo,1882,,,Retrato do pintor Décio Vilares
1983,Rodolfo Amoedo,Rodolfo Amoedo,1917,,,Jesus Cristo no Monte das Oliveiras
1984,Rodolfo Amoedo,Rodolfo Amoedo,1921,,têmpera sobre papel,Autorretrato
1985,Rodolfo Amoedo,Rodolfo Amoedo,1882,,,Amuada
1986,Rodolfo Amoedo,Rodolfo Amoedo,1883,,aquarela sobre cartão,Atelier de Amoedo em Paris
1987,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de flores
1988,Rodolfo Amoedo,Rodolfo Amoedo,,,aquarela sobre papel,"Estudo de paisagem com morro do Corcovado, Rio de Janeiro, RJ"
1989,Rodolfo Amoedo||Pintura Brasileira,Rodolfo Amoedo||Rodolfo Amoedo,,175,,Estudo de figura de menino tocando tambor
1990,Rodolfo Amoedo,Rodolfo Amoedo,1892,,óleo sobre madeira,
1991,Rodolfo Amoedo,Rodolfo Amoedo,1905,,bico de pena e nanquim sobre papel,Estudo para retrato de senhora
1992,Rodolfo Amoedo,Rodolfo Amoedo,,,óleo sobre tela,Retrato do pintor Jean Baptiste Debret - cópia do original de Manuel de Araújo Porto-Alegre
1993,Rodolfo Amoedo,Rodolfo Amoedo,1892,,,Retrato de perfil da cunhada do artista
1994,Rodolfo Amoedo,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Natureza morta
1995,Rodolfo Amoedo,Rodolfo Amoedo,1904,,,Figura feminina junto a uma janela
1996,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de flores
1997,Rodolfo Amoedo,Rodolfo Amoedo,1908,,,Retrato do pintor João Timóteo da Costa
1998,Rodolfo Amoedo,Rodolfo Amoedo,1917,,,
1999,Rodolfo Amoedo,Rodolfo Amoedo,1879,,óleo sobre cartão,Estudo de cabeça
2000,Rodolfo Amoedo,Rodolfo Amoedo,,,,Retrato de Adelaide Amoêdo
2001,Rodolfo Amoedo,Rodolfo Amoedo,1890/1930,,têmpera sobre papel,
2002,Rodolfo Amoedo,Rodolfo Amoedo,1890/1930,,aquarela sobre papel,Figura feminina de vermelho à janela
2003,Rodolfo Amoedo,Rodolfo Amoedo,1919,,óleo sobre tela,Retrato do gravador Augusto Girardet
2004,Rodolfo Amoedo,Décio Vilares,1882.0,,,Retrato do pintor Rodolfo Amoedo
2005,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2006,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de paisagem com cavalo
2007,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2008,Rodolfo Amoedo,Rodolfo Amoedo,1907,,,"Estudo para ""Saudade"""
2009,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2010,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de jarro com cravos
2011,Rodolfo Amoedo,Rodolfo Amoedo,1884,,,Estudo de composição com flores brancas e vermelhas
2012,Rodolfo Amoedo,Rodolfo Amoedo,1913,,têmpera sobre papel,
2013,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2014,Rodolfo Amoedo,Rodolfo Amoedo,1882,,óleo sobre tela,"Estudo para ""Marabá"
2015,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2016,Rodolfo Amoedo||Pintura Brasileira,RODOLFO AMOEDO||RODOLFO AMOEDO,,184,,Retrato de mulher sentada
2017,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de composição com dois jarros de flores
2018,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de composição com amores-perfeitos
2019,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2020,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de figura feminina sentada em um banco de jardim
2021,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,Estudo de Painel Decorativo para o Teatro Municipal do Rio de Janeiro
2022,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de vaso com três rosas
2023,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de flor de lótus
2024,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1923,1392,,[Estudo decorativo para a parede do] Salão de Honra
2025,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2026,Rodolfo Amoedo,Rodolfo Amoedo,1907,,,Saudade
2027,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,Estudo de cadeira
2028,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2029,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de cabeça feminina com mantilha amarela
2030,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo para retrato feminino
2031,Rodolfo Amoedo,Rodolfo Amoedo,,,,Figura feminina segurando um crânio com flores
2032,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de flores vermelhas
2033,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2034,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1910,1355,,"Estudo decorativo para a Biblioteca Nacional, Rio de Janeiro, RJ"
2035,Rodolfo Amoedo,Rodolfo Amoedo,1881,,,Dorso de mulher
2036,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de copo com flores
2037,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2038,Rodolfo Amoedo,Rodolfo Amoedo,1895,,,"Estudo para ""Cena campestre"""
2039,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2040,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de retrato feminino
2041,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo para ilustração
2042,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2043,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de cabeça de menina
2044,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,1280,,Estudo de decoração para parede
2045,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,Estudo para painel decorativo do Teatro Municipal (dança espanhola)
2046,Rodolfo Amoedo,Rodolfo Amoedo,1912,,,
2047,Rodolfo Amoedo,Rodolfo Amoedo,1912,,,
2048,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2049,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de galho com flores
2050,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2051,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1901,1404,,Estudo para frontão com alegoria à República
2052,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,1394,,Estudo decorativo para o Supremo Tribunal Militar
2053,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6328,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro
2054,Rodolfo Amoedo,Rodolfo Amoedo,1879/1913,,,Retrato de mulher sentada
2055,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de flor e folhas
2056,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2057,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2058,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1906.0,6327,,Estudo decorativo para o Palácio Itamaraty do Rio de Janeiro
2059,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de flores sobre fundo vermelho
2060,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2061,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de paisagem com varanda
2062,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,1910,1149,,"[Estudo para o painel decorativo] Memória [da Biblioteca Nacional, do Rio de Janeiro]"
2063,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de cabeça feminina
2064,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2065,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2066,Rodolfo Amoedo,Rodolfo Amoedo,,,,Figura feminina junto a uma janela
2067,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2068,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de magnólia
2069,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6238,,Esboço de figura feminina
2070,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6641,,Estudo de indumentária militar
2071,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2072,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2073,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2074,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2075,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2076,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2077,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de galhos e folhas
2078,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2079,Rodolfo Amoedo,Rodolfo Amoedo,1882,,,Marabá
2080,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2081,Rodolfo Amoedo,Rodolfo Amoedo,,,,Estudo de pé
2082,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2083,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,Estudo para painel decorativo do Teatro Municipal do Teatro Municipal (Dança romana - detatalhe)
2084,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2085,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2086,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2087,Rodolfo Amoedo,Rodolfo Amoedo,1913,,,
2088,Rodolfo Amoedo||Desenho Brasileiro,RODOLFO AMOEDO||RODOLFO AMOEDO,,6237,,Esboço de figura feminina
2089,Rodolfo Amoedo,Rodolfo Amoedo,,,,
2090,Etching,,,,,
2091,Etching,Farnese de Andrade,1963,,"água-forte, água-tinta e relevo",Composição abstrata
2092,Etching,Tereza Miranda,1967,,"água-forte, água-tinta e relevo a cores",Germinação XII
2093,Etching,Edith Behring,1968,,"verniz-mole, água-tinta e relevo",Composição abstrata
2094,Etching,Anna Bella Geiger,1996,,"água-forte, água-tinta, xerox, serigrafia e lápis de cor","Brasil, 1500-1996"
2095,Etching,Francesco Bartolozzi,1813,,buril e água-forte,Embarque de Sua Alteza Real o príncipe regente de Portugal para o Brasil
2096,Etching,Pablo Picasso,1942,,água-tinta e água-forte,"O cavalo [ilustração para o livro História Natural, de Le Buffon]"
2097,Etching,Carlos Oswald,1933,,água-tinta,"Pão de Açúcar [Rio de Janeiro, RJ]"
2098,Etching,Iberê Camargo,1967,,"água-forte, água-tinta e relevo",Objetos 3
2099,Etching,Carlos Oswald,1925,,"água-forte, água-tinta e ponta-seca",Teresópolis [RJ]
2100,Etching,Rossini Perez,1965,,relevo e água-tinta,Gravura laranja
2101,Etching,Renina Katz,2003,,água-forte,"""Ararat"" 7"
2102,Etching,Darel Valença Lins,1968,,água-forte,"Composição, "" Da série Cidade"""
2103,Etching,Carlos Oswald,1940,,água-tinta e água-forte,"O gigante adormecido [Rio de Janeiro, RJ]"
2104,Etching,Renina Katz,1977/2003,,água-forte,Composição abstrata
2105,Etching,Renina Katz,1999,,água-forte,Ode ao negro [11° estado]
2106,Etching,Renina Katz,2001,,água-forte e água-tinta,Deserto
2107,Etching,Jacques Callot,1604/1635,,água-forte,
2108,Etching,Carlos Oswald,1919,,água-forte,[Retrato do compositor alemão Ludwig van] Beethoven
2109,Etching,Carlos Oswald,1910,,água-forte e água-tinta,"Coroa de ciprestes [Fiésole, Itália]"""
2110,Etching,Raimundo Cela,1920/1922,,água-forte,"Forja em Saint-Agrève, França"
2111,Etching,Rossini Perez,1962,,água-tinta e água-forte a cores,Afrontamento II
2112,Etching,Marcello Grassmann,1962,,água-forte e água-tinta,Figura fantástica à cavalo
2113,Etching,Renina Katz,1989,,água-tinta e água-forte a cores,Composição abstrata
2114,Etching,Renina Katz,1990,,água-forte e água-tinta,Composição abstrata
2115,Etching,Rossini Perez,1967,,"relevo, água-forte e água-tinta a cores",Tonsurada
2116,Etching,Carlos Oswald,1914,,água-forte a cores,Tocando Debussy
2117,Etching,Rossini Perez,1977,,relevo e água-tinta,Listrada vermelha
2118,Etching,José Assunção,1965,,"água-tinta, verniz-mole e relevo",Composição abstrata
2119,Etching,Aldemir Martins,1956,,água-forte,Cangaceiro
2120,Etching,Rossini Perez,1962,,"água-forte, água-tinta e relevo a cores",Sem título
2121,Etching,"Poti, Napoleão Potiguara Lazzarotto, dito",1957,,água-tinta e água-forte,São Jorge
2122,Etching,Percy Lau,1953,,verniz-mole e água-forte,Paisagem com rio
2123,Etching,Anna Letycia,1961,,água-forte e água-tinta,Composição abstrata
2124,Etching,"Misabel, Maria Isabel Pedrosa",1952,,água-tinta e verniz-mole,Circo
2125,Etching,Farnese de Andrade,1961,,"água-forte, água-tinta e craquelê",Composição abstrata
2126,Etching,Renina Katz,1977/2003,,"água-tinta, água-forte, verniz mole e grafite",[Composição abstrata] 9 [estágio]
2127,Etching,Renina Katz,1993,,"água-forte, água-tinta e rulete",Composição abstrata
2128,Etching,Thereza Miranda,1974,,"fotogravura, água-forte, água-tinta e relevo a cores",Gravura n° 6
2129,Etching,Renina Katz,1977/2003,,água-forte,Composição abstrata
2130,Etching,Renina Katz,1977/2003,,"água-tinta, água-forte, verniz-mole e grafite",[Composição abstrata] 7 [estágio]
2131,Etching,Carlos Oswald,1925,,água-forte aquarelada,"Corcovado [Rio de Janeiro, RJ]"""
2132,Etching,Renina Katz,1980,,água-tinta e água-forte,Composição abstrata
2133,Etching,Renina Katz,1977/2003,,"água-tinta, água-forte, verniz mole e tinta esferográfica",[Composição abstrata] 8 [estágio]
2134,Etching,Renina Katz,1977/2003,,"água-forte, água-tinta, verniz mole e grafite",[Composição abstrata] 4° estágio
2135,Etching,Rossini Perez,1975,,ponta-seca e água-tinta,Caju
2136,Etching,Renina Katz,1977/2003,,"água-forte, água-tinta e verniz mole",[Composição abstrata] 14 [estágio]
2137,Etching,Rossini Perez,1979,,água-tinta e relevo,Angolana
2138,Etching,Celso Antônio,1926,,água-tinta e água-forte,Retrato Feminino
2139,Etching,Evandro Carlos Jardim,1968,,"xilogravura, água-tinta e água-forte",Sem título
2140,Etching,Farnese de Andrade,1960,,"verniz-mole, água-tinta e água-forte",Composição abstrata
2141,Etching,Carlos Oswald,1914,,água-forte,[Retrato da irmã do artista] Mimma
2142,Etching,Rossini Perez,1958,,"água-tinta, água-forte e maneira negra",Morro
2143,Etching,Fayga Ostrower,1992,,"água-tinta, ponta seca e água-forte a cores",9204 - A Paz
2144,Etching,Kazuo Iha,1995,,"água-forte, água-tinta e litografia","Mulher, do álbum ""Açai e acerola"""
2145,Etching,Candido Portinari,1941,,água-forte e água tinta,Retrato de Baptista Portinari
2146,Etching,Renina Katz,2001,,água-forte,As marcas do caminho
2147,Etching,Renina Katz,1977/2003,,água-tinta e verniz-mole,[Composição abstrata] 1° estágio
2148,Etching,Renina Katz,1977/2003,,"água-tinta, verniz mole e água-forte",[Composição abstrata] 2° estágio
2149,Etching,Darel Valença Lins,1967,,água-forte e água-tinta,Fúria
2150,Etching,Renina Katz,1977/2003,,água-forte e tinta esferográfica,Composição abstrata
2151,Etching,Rossini Perez,1958,,"água-forte, relevo e água-tinta",Favela
2152,Etching,Fayga Ostrower,1958,,água-tinta,Composição abstrata
2153,Etching,Renina Katz,1995,,água-tinta e água-forte a cores,Composição abstrata
2154,Etching,Djanira,1967,,água-forte e ponta-seca,Soldador
2155,Etching,Renina Katz,1977/2003,,água-forte,Composição abstrata
2156,Etching,Arnaldo Battaglini,1984,,água-tinta e água-forte,Sem título
2157,Etching,Renina Katz,1977/2003,,água-forte,Composição abstrata
2158,Etching,Maria Leontina,1965,,água-forte,Composição abstrata
2159,Etching,Rossini Perez,1959,,água-forte e água-tinta,Signos
2160,Etching,Carlos Oswald,1940,,água-tinta,"Rio [de Janeiro, RJ], Tijuca"
2161,Etching,Renina Katz,1995,,água-forte e água-tinta,Composição abstrata
2162,Etching,Nuno Ramos,1998,,"água-forte, água-tinta e ponta-seca",Sem título
2163,Etching,Carlos Oswald,1914,,água-forte,Pierrot
2164,Etching,Tereza Miranda,1978,,"fotogravura, água-forte, água-tinta e relevo a cores",MONTANHA SAGRADA - ACOMA - NEW MEXICO
2165,Etching,Solange Oliveira,1980,,"água-forte, ponta-seca e água-tinta",26 de junho
2166,Etching,Farnese de Andrade,1960/1970,,"água-forte, água-tinta e relevo",Composição abstrata
2167,Etching,Tereza Miranda,1981,,"fotogravura, água-tinta, água-forte e verniz mole a cores",Portão - Santa Teresa - Rio
2168,Etching,Tereza Miranda,1981,,"fotogravura, água-tinta e água-forte a cores","Morro do Pinto,Rio de Janeiro"
2169,Etching,Renina Katz,1999,,água-forte,"Ode ao negro [5° estado]"""
2170,Etching,Lena Bergstein,2003,,"verniz mole, água-tinta e serigrafia",Amarelo cromo
2171,Etching,Carlos Martins,1985,,"água-forte, água-tinta e relevo","Protofonia, [da série] Il Guarany"
2172,Etching,Vera Bocaiúva Mindlin,1963,,ponta-seca e água-forte,"Composição abstrata, da série ""Espelhos"""
2173,Etching,Fayga Ostrower,1959,,água-tinta e ponta-seca,5901 [Composição abstrata]
2174,Etching,Renina Katz,1999,,água-forte,Ode ao negro [6° estado]
2175,Etching,Renina Katz,1999,,água-forte,Ode ao negro [1° estado]
2176,Etching,Malu Fatorelli,1986,,"água-tinta, ponta-seca, água-forte e rulete",Sem título
2177,Etching,Tomás Ianelli,1984,,"relevo, água-tinta e água-forte,",Composição
2178,Etching,Renina Katz,2001,,"água-forte, água-tinta e ponta-seca",Quase paisagem
2179,Etching,Walter Marques,1962,,"água-forte, água-tinta e relevo",Composição abstrata
2180,Etching,Angela Schilling,1984,,"água-forte, água-tinta e relevo",Bambual três
2181,Etching,Renina Katz,2002,,água-tinta e água-forte,O que falta é sempre demais
2182,Etching,Rossini Perez,1966,,relevo e água-forte a cores,Gestação
2183,Etching,Renina Katz,1990,,água-tinta e água-forte,Composição abstrata
2184,Etching,Edith Behring,1976,,"verniz-mole, água-forte e água-tinta",Composição abstrata
2185,Etching,Renina Katz,1999,,"água-forte, tinta esferográfica e guache",Ode ao negro [4° estado]
2186,Etching,Renina Katz,2002,,água-forte,A noite e o silêncio
2187,Etching,Candido Portinari,1941,,"matrix/cobre niquelado/água-tinta, água-forte","Retrato de Baptista Portinari, pai do artista"
2188,Etching,Renina Katz,1999,,água-forte,Ode ao negro [9° estado]
2189,Etching,Renina Katz,1999,,água-forte,Ode ao negro [8° estado]
2190,Etching,Lena Bergstein,1982,,"água-tinta, verniz-mole e relevo",Anotações 2
2191,Etching,Rossini Perez,1970,,água-forte e água-tinta a cores,Bem apertado
2192,Etching,Rossini Perez,1969,,"ponta-seca, água-tinta e relevo a cores",Nó
2193,Etching,Lena Bergstein,1982,,"água-tinta, verniz-mole e relevo",Em um álbum
2194,Etching,Djanira,1967,,ponta-seca e água-forte,Casa de farinha
2195,Etching,Rossini Perez,1959,,água-forte e água-tinta,Favela
