Acervo,Agente,Classificação,Descrição,Descrição Física,Document,Imprenta,Inf. publicação,Link do Item,Título,Assuntos,Conteúdo,Locais
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""A Cerimônia do Adeus"". SP - São Paulo, 1989. De Mauro Rasi. Direção Ulisses Cruz. Assistente de direção Marcos Vinicius e Silvana [Funchal?]. Figurinos Domingos Fuschini. Cenografia Marco A. Lima e Ulisses Cruz. Fot. 1: Cleyde Yáconis, Ma","1 dossiê (4 fotos: p&b; 11,6 x 17,5cm a 17,5 x 24cm).",,[S.l.: s.n.].,Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-cerimonia-do-adeus-sp-sao-paulo-cenas-do-espetaculo/,A Cerimônia do Adeus / SP - São Paulo : Cenas do espetáculo,,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Canto da Cotovia"". Teatro Maria Della Costa. SP - São Paulo, 1954-55. De Jean Anouilh. Direção e cenário Gianni Ratto. Produção Sandro Polônio. Cia. Maria Della Costa. Fot. 1: Maria Della Costa e [Manoel Carlos?] Fot. 2: Maria Della Cos","1 dossiê (6 fotos: p&b; 10,5 x 15cm a 17 x 11cm).",,"São Paulo : [s.n.], 1954-55.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-canto-da-cotovia-sp-sao-paulo-1954-55-cenas-do-espetaculo/,"O Canto da Cotovia / SP - São Paulo, 1954-55 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Caminho de Volta"". Teatro Aliança Francesa. SP - São Paulo, 1974. De Consuelo de Castro. Direção Fernando Peixoto. Assistente de direção Edson Santana. Cenário e figurino Gianni Ratto. Produção Othon Bastos Produções Artisticas. Fot. 1: A","1 dossiê (121 docs.: 50 fotos, p&b; 16 x 22cm a 20 x 25,5cm, 71 slides, Color; 3mm) : Nº dig. 1.",,"São Paulo : [s.n.], 1974.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/caminho-de-volta-sp-sao-paulo-1974-cenas-do-espetaculo/,"Caminho de Volta / SP - São Paulo, 1974 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Baal"". Teatro Marília (BHte.). MG - Belo Horizonte, 1972. De Bertolt Brecht. Direção Ronaldo Brandão. Cenários e figurino Raul Belém Machado. Foto Mauro Sérvulo Fot. 1: Atores não identificados Fot. 2: Ezequias Marques Fot. 3: José Mayer","1 dossiê (5 fotos: p&b; 11,5 x 17,1cm a 17,2 x 11cm).",,"Belo Horizonte : [s.n.], 1972.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/boal-mg-belo-horizonte-1972-cenas-do-espetaculo/,"Boal / MG - Belo Horizonte, 1972 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Ay, Carmela!"". RJ - Rio de Janeiro, 1994. Autoria e direção José Sanchis Sinisterra. Tradução Fernando Peixoto. Cenografia José Dias. Figurino Biza Vienna. Foto Luciana da Justa. Fot. 1: Aderbal Freire Filho e Christiane Jatahy Fot. 2: Ad","1 dossiê (Nº dig. 150, 3 fotos, p&b; 12,3 x 17,5cm e 17,5 x 12,3cm).",,"Rio de Janeiro : [s.n.], 1994.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/ay-carmela-rj-rio-de-janeiro-1994-cenas-do-espetaculo/,"Ay, Carmela! RJ - Rio de Janeiro, 1994 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""As Aventuras do Avião Vermelho"". RS - Porto Alegre, 1995. De Érico Verissimo Fot. 1: Atores não identificados","1 dossiê (Nº dig. 152, 1 foto, color; 10 x 15cm).",,"Porto Alegre : [s.n.], 1995.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/aventuras-do-aviao-vermelho-rs-porto-alegre-1995-cena-do-espetaculo/,"Aventuras do Avião Vermelho / RS - Porto Alegre, 1995 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""O Asno"". SP - Ribeirão Preto, 1991-93 e RS - Porto Alegre, 1994 Fot. 1: Fernando Peixoto Fot. 2: Fernando Peixoto e atriz não identificada Fot. 3: Grupo de Teatro Fora do Sério","1 dossiê (3 fotos, color, p&b; 10 x 14,8cm a 17,5 x 24cm) : Nº dig. 44.",,"[S.l.: s.n.], 1991 - 1994.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/o-asno-sp-ribeirao-preto-1991-93-e-rs-porto-alegre-1994-cenas-do-espetaculo/,"O Asno / SP - Ribeirão Preto, 1991-93 e RS - Porto Alegre, 1994 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Arsênico e Alfazema"". SP - São Paulo, 1951. De Joseph Kesselring. Foto Fredi Kleemann. Fot. 1: Ziembinski","1 dossiê (1 foto: p&b; 11,5 x 17,6cm).",,"São Paulo : [s.n.], 1951.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/arsenico-e-alfazema-sp-sao-paulo-1951-cena-do-espetaculo/,"Arsênico e Alfazema / SP - São Paulo, 1951 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Arena Conta Zumbi"". MEX - México, 1970 e RJ - Rio de Janeiro, 1976. De Gianfrancesco Guarnieri, Augusto Boal e Edu Lobo. Produção Teco e Maria Pompeo. Direção Augusto Boal. Musica Edu Lobo. Direção musical Dorival Caymmi. Fotos 2, 3 e 5 fe","1 dossiê (11 fotos: p&b; 8,5 x 13,4cm a 17,5 x 23cm).",,"[S.l.: s.n.], 1966 - 1976.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/arena-conta-zumbi-sp-sao-paulo-1966-mex-mexico-1970-rj-rio-de-janeiro-1976-e-cenas-do-espetaculo/,"Arena Conta Zumbi / SP - São Paulo, 1966, MEX - México, 1970, RJ - Rio de Janeiro, 1976 e : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Arena Conta Tiradentes"". SP - São Paulo, 1960. De Augusto Boal e Gianfrancesco Guarnieri. Cenografia e figurino Flávio Império Fot. 1: Gianfrancesco Guarnieri e David José","1 dossiê (Nº dig. 161, 1 foto, p&b; 18 x 24cm).",,"São Paulo : [s.n.], 1960.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/arena-conta-tiradentes-sp-sao-paulo-1960-cena-do-espetaculo/,"Arena Conta Tiradentes / SP - São Paulo, 1960 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Ardente Paciência"". SP - São Paulo, 1990. De Antonio Skármeta. Direção Fernando Peixoto. Assistente de direção Mario Masetti. Tradução Beatriz Sidou. Trilha sonora Marcos Vinicius. Fot. 1: Cacau Guarnieri e Helena [Aranha?] Fot. 2: Gianfr","1 dossiê (4 fotos: p&b; 11,5 x 19,3cm a 19,4 x 11,5cm).",,"São Paulo : [s.n.], 1990.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/ardente-paciencia-sp-sao-paulo-1990-cenas-do-espetaculo/,"Ardente Paciência / SP - São Paulo, 1990 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Aquele Que Diz Sim e Aquele Que Diz Não"". MG - Belo Horizonte, 1970 e [s.l, 19--]. De Bertolt Brecht. Direção Pedro Paulo Cava. Teatro de Pesquisa (alunos Fafich) Fot. 1: Teatro de Pesquisa (alunos Fafich) Fot. 2: [Folly, Uria e Jame?] Fot","1 dossiê (7 foto: 6 fotos, 1 duplicata, p&b; 11,2 x 17,4cm a 24 x 17,5cm)) : Nº dig. 99.",,"[S.l.: s.n.], 1970 e [19--].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/aquele-que-diz-sim-e-aquele-que-diz-nao-mg-belo-horizonte-1970-e-s-l-19-cena-do-espetaculo/,"Aquele Que Diz Sim e Aquele Que Diz Não / MG - Belo Horizonte, 1970 e [s.l, 19--] : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Anjo Negro"". RJ - Rio de Janeiro, [entre 1948 e 50?]. De Nelson Rodrigues. Direção Ziembinski. Produção Sandro Polônio. Fot. 1: Maria Della Costa e Orlando Guy","1 dossiê (1 foto: p&b; 17,5 x 11,4cm).",,"Rio de Janeiro : [s.n.], [entre 1948 e 50?].",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/anjo-negro-rj-rio-de-janeiro-entre-1948-e-50-cena-do-espetaculo/,"Anjo Negro / RJ - Rio de Janeiro, [entre 1948 e 50?] : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Anjo de Pedra"". SP - São Paulo, 1960. Teatro Maria Della Costa. De T. Willians. Direção Benedito Corsi. Teatro Brasileiro de Comédia - TBC. Fot. 1: Nathalia Timberg e Fernando Peixoto Fot. 2: Nathalia Timberg e Fernando Peixoto Fot. 3: Na","1 dossiê (4 fotos, p&b; 10,5 x 13,5cm a 20 x 17cm) : Nº dig. 141.",,"São Paulo : [s.n.], 1960.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/anjo-de-pedra-sp-sao-paulo-1960-cenas-do-espetaculo/,"Anjo de Pedra / SP - São Paulo, 1960 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Andorra"". SP - São Paulo, RJ -Rio de Janeiro e excursão, 1964. De Max Frisch. Direção José Celso Martinez Corrêa. Cenário e figurino Flávio Império. Assistente de direção Fernando Peixoto. Cia. Teatro Oficina. Fot. 1: Abraão Farc, Henriet","1 dossiê (17 fotos: p&b; 9,8 x 22,4cm a 17,5 x 23,8cm) : Nº dig. 11.",,"[S.l.: s.n.], 1964.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/andorra-sp-sao-paulo-rj-rio-de-janeiro-e-excursao-1964-cenas-do-espetaculo/,"Andorra / SP - São Paulo, RJ - Rio de Janeiro e excursão, 1964 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Amanhã Se Não Chover"". RJ - Rio de Janeiro, 1960. Teatro Copacabana. De Henrique Pongetti. Direção Ziembinski. Foto Carlos. Arquivo Funarte. Fot. 1: Tônia Carrero, Armando Couto e Paulo Autran","1 dossiê (Nº dig. 140, 1 foto, p&b; 11,5 x 17,6cm).",,"Rio de Janeiro : [s.n.], 1960.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/se-amanha-nao-chover-rj-rio-de-janeiro-1960-cena-do-espetaculo/,"Se Amanhã Não Chover / RJ - Rio de Janeiro, 1960 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cenas da peça ""Alto da Compadecida"". RJ - Rio de Janeiro, 1957 e 1959. Teatro Dulcina e Teatro Ipanema. De Ariano Suassuna. Foto Carlos. Funarte / IBAC. Fot. 1: Jô Soares, Edson Silva, Nestor de Montemar, Agildo Ribeiro, Yolanda Cardoso e elenco Fot. 2:","1 dossiê (2 fotos, p&b; 17,5 x 11,5cm e 23 x 18cm) : Nº dig. 153.",,"Rio de Janeiro : [s.n.], 1957 e 1959.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/alto-da-compadecida-rj-rio-de-janeiro-1957-e-1959-cenas-do-espetaculo/,"Alto da Compadecida / RJ - Rio de Janeiro, 1957 e 1959 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""A Alma Boa de Set-suan"". MG - Belo Horizonte, 1982. De Bertolt Brecht. Direção Kurt Bildstein e George Froscher, do Teatro Livre de Munique. (BHte) Fot. 1: Atores não identificados Fot. 2: Atores não identificados Fot. 3: Atores não identi","1 dossiê (3 fotos: p&b; 11,5 x 17,7cm a 17,8 x 11,5cm).",,"Belo Horizonte : [s.n.], 1982.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/a-alma-boa-de-set-suan-mg-belo-horizonte-1982-cenas-do-espetaculo/,"A Alma Boa de Set-suan / MG - Belo Horizonte, 1982 : Cenas do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Adorável Julia"". RJ - Rio de Janeiro, 1956. Teatro Maison de France. De Somerset Maugham. Foto Diário da Noite. Arquivo Funarte. Fot. 1: Cacilda Becker e Ziembinski","1 dossiê (Nº dig. 162, 1 foto, p&b; 17,5 x 11,5cm).",,"Rio de Janeiro : [s.n.], 1957.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/adoravel-julia-rj-rio-de-janeiro-1957-cena-do-espetaculo/,"Adorável Júlia / RJ - Rio de Janeiro, 1957 : Cena do espetáculo",,,
Fernando Peixoto,Fernando Peixoto,ESP.TA,"Cena da peça ""Adolescência"". RJ - Rio de Janeiro, 1950. De Paul Vanderberghe. Direção Ziembinski. Teatro de Bolso. Arquivo Funarte. Fot. 1: Ziembinski e Neli Rodrigues","1 dossiê (Nº dig. 164, 1 foto, p&b; 11,7 x 16,8cm).",,"Rio de Janeiro : [s.n.], 1950.",Dossiê de fotografias,https://www.funarte.gov.br/colecoes-cedoc/adolescencia-rio-de-janeiro-1950-cena-do-espetaculo/,"Adolescência / Rio de Janeiro, 1950 : Cena do espetáculo",,,
