colecao,link_item,Criador,Data,Tipo,Título,Dimensões físicas,Data de criação,Meio,Nº de registro,Autor,Coleção,Material/Técnica
Canvas,https://artsandculture.google.com/asset/vacas-no-pasto/FQEVPI4iql5zng,Eugène Boudin,1890,óleo sobre tela,Vacas no pasto,w65.3 x h40.3,,,,,,
Canvas,https://artsandculture.google.com/asset/pau-brasil/3AFt6yzK3rUSCQ,Jorge Guinle,1986,"óleo sobre tela,","Pau-brasil,",,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-do-gravador-augusto-girardet/sAGD68Q0d9nxeg,Rodolfo Amoedo,1919,óleo sobre tela,Retrato do gravador Augusto Girardet,,,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem-de-sabar-mg/PgHOY3whaizyrw,Hipólito Caron,1891,óleo sobre tela,"Paisagem de Sabará, MG",,,,,,,
Canvas,https://artsandculture.google.com/asset/autorretrato/JQHYZmAZ5iMImQ,Manuel Santiago,1938,óleo sobre tela,Autorretrato,,,,,,,
Canvas,https://artsandculture.google.com/asset/oradas/owG66ANu3JP9eQ,Eliseu Visconti,1890/1920,óleo sobre tela,Oréadas,,,,,,,
Canvas,https://artsandculture.google.com/asset/vacas-no-bebedouro/YAFMpQWgk6EtzA,Edouard Debat-Ponsan,1890,óleo sobre tela,Vacas no bebedouro,,,,,,,
Canvas,https://artsandculture.google.com/asset/autorretrato/FwHpeymjquykdg,João Fahrion,1939,óleo sobre tela,Autorretrato,,,,,,,
Canvas,https://artsandculture.google.com/asset/interior-de-ateli/ugFIJ4uw6YskwQ,Carlos Chambelland,1909,óleo sobre tela,Interior de ateliê,,,,,,,
Canvas,https://artsandculture.google.com/asset/rea-romana/1gEnjSRg2oAu-g,Grandjean de Montigny,,óleo sobre tela,Área romana,,,,,,,
Canvas,https://artsandculture.google.com/asset/uma-festa-campestre/4AHwVOjF2ii-Ow,Egidius Van Gillis Tilborgh,1937,óleo sobre tela,Uma festa campestre,,,,,,,
Canvas,https://artsandculture.google.com/asset/vista-de-npoles/nAEYMZ_fUVcUGA,Giovanni Serritelli,1830/1860,óleo sobre tela,Vista de Nápoles,,,,,,,
Canvas,https://artsandculture.google.com/asset/figueira-brava/xQHY8YDlQGTz5A,Nicola Facchinetti,1897,óleo sobre tela colada em madeira,Figueira brava,,,,,,,
Canvas,https://artsandculture.google.com/asset/composio/uQEWuR77bul8yg,Aldo Bonadei,1952,óleo sobre tela,Composição,,,,,,,
Canvas,https://artsandculture.google.com/asset/portrieux-barcos-encalhados/4QEvpOhnQeR_Zw,Eugène Boudin,1871,óleo sobre tela,Portrieux - Barcos encalhados,w58.2 x h36.3,,,,,,
Canvas,https://artsandculture.google.com/asset/pedras-beira-mar-na-praia-de-icara-niteri-rj/zAFbKdxZ-ol4sQ,Giovanni Battista Castagneto,1886,óleo sobre tela,"Pedras à beira-mar na Praia de Icaraí, Niterói, RJ",,,,,,,
Canvas,https://artsandculture.google.com/asset/praia-das-flechas-niteri-rj/4wGZVkROtj632g,Henrique Tribolet,1896,óleo sobre tela,"Praia das Flechas, Niterói, RJ",w50.3 x h23 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/manh-no-porto/KgEbmDbN5i65-w,Antônio Garcia Bento,1984,óleo sobre tela,Manhã no porto,,,,,,,
Canvas,https://artsandculture.google.com/asset/o-carreiro/qwEkdz3Rem4l1w,José Antônio da Silva,1965,óleo sobre tela,O carreiro,,,,,,,
Canvas,https://artsandculture.google.com/asset/natureza-morta/IQFb7g93hu6MRg,José Fiúza Guimarães,1900,óleo sobre tela,Natureza morta,w65 x h35.3 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/entrada-do-porto-de-trouville/MwEZEcAHGSs9JQ,Eugène Boudin,1872,óleo sobre tela,Entrada do porto de Trouville,w56 x h42,,,,,,
Canvas,https://artsandculture.google.com/asset/composio/TwGL7gQwpvvTqA,Benjamin Silva,959,óleo sobre tela,Composição,,1959,,,,,
Canvas,https://artsandculture.google.com/asset/mimi-o-modelo/3wFuI8Oi1xj8ag,Henrique Cavalleiro,1929,óleo sobre tela,"Mimi, o modelo",,,,,,,
Canvas,https://artsandculture.google.com/asset/cravos-de-petrpolis-rj/BgHPq1jbDHVjPA,Carlos Oswald,1920/1951,óleo sobre tela,"Cravos de Petrópolis, RJ",,,,,,,
Canvas,https://artsandculture.google.com/asset/primeira-missa-no-brasil/gQHcNoSJtsOKpg,Vivaldo Ramos,1982,óleo sobre tela,Primeira missa no Brasil,,,,,,,
Canvas,https://artsandculture.google.com/asset/cataplum/SgHGY9kejMb0ww,Mariano Barbasán Lagueruela,1907,óleo sobre tela,Cataplum,,,,,,,
Canvas,https://artsandculture.google.com/asset/mignon/xAETVSc0l0gh1w,Maria Amélia D'azevedo,1896,óleo sobre tela,Mignon,,,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem-de-capri-itlia/AAGBeCbv8fQOXQ,Rodolfo Bernardelli,1880/1930,óleo sobre tela,"Paisagem de Capri, Itália",,,,,,,
Canvas,https://artsandculture.google.com/asset/cristo-na-coluna/-QF971Eu5Wbv9Q,Fulvio Penacchi,1935,têmpera sobre tela,Cristo na coluna,,,,,,,
Canvas,https://artsandculture.google.com/asset/usina/iwFX1IxttdilmQ,Frank Schaeffer,1952,óleo sobre tela,Usina,,,,,,,
Canvas,https://artsandculture.google.com/asset/costurando/-wGJ-TANKYyg5g,Désiré Laugée,1850/1896,óleo sobre tela,Costurando,,,,,,,
Canvas,https://artsandculture.google.com/asset/escolha-difcil/NgHnpD-9Vn6QjQ,Eugênio Latour,1902,óleo sobre tela,Escolha difícil,,,,,,,
Canvas,https://artsandculture.google.com/asset/estudo-para-marab/7QFiRxbuqw_CZA,Rodolfo Amoedo,1882,óleo sobre tela,"Estudo para ""Marabá",,,,,,,
Canvas,https://artsandculture.google.com/asset/uma-aldeia/QAGawP-dtokkgw,Nicolas Louis Cabat,1830/1893,óleo sobre tela,Uma aldeia,,,,,,,
Canvas,https://artsandculture.google.com/asset/autorretrato/YAHdMmtB68pwbg,Ado Malagoli,1941,óleo sobre tela,Autorretrato,,,,,,,
Canvas,https://artsandculture.google.com/asset/canto-de-praia-com-recifes/HAEU021mpUSfMw,Eugène Boudin,1898,óleo sobre tela,Canto de praia com recifes,w58.8 x h33.5,,,,,,
Canvas,https://artsandculture.google.com/asset/os-buritis-do-parn-mirim-pe/YAFqDmOl5YsGdw,Teles Júnior,1889,óleo sobre tela,"Os buritis do Parná-Mirim [PE]""",,,,,,,
Canvas,https://artsandculture.google.com/asset/baianas-na-ciranda/OQHo1_93JTjWEQ,Léa Dray de Freitas,1998,tinta acrílica sobre tela,Baianas na ciranda,,,,,,,
Canvas,https://artsandculture.google.com/asset/pintura/7QF7sR_zowTpvA,Jenner Augusto da Silveira,1961,óleo sobre tela,Pintura,,,,,,,
Canvas,https://artsandculture.google.com/asset/alegoria-virtude/uwHD4Mk_HPhU1g,Autor desconhecido,1937,óleo sobre tela,Alegoria à virtude,,,,,,,
Canvas,https://artsandculture.google.com/asset/moa-de-amarelo/lgGe3AJOzkB2Bg,Hilda Campofiorito,1936,óleo sobre tela,Moça de amarelo,,,,,,,
Canvas,https://artsandculture.google.com/asset/terrao-na-ladeira-do-russel-glria-rio-de-janeiro-rj/dgFCxd_ZiH2shw,Joaquim Tenreiro,1946,óleo sobre tela,"Terraço [na] ladeira do Russel, Glória, Rio [de Janeiro, RJ",,,,,,,
Canvas,https://artsandculture.google.com/asset/construo/mQEoEzGixVYaOA,Rossini Perez,1952,óleo sobre tela,Construção,,,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem/BgH8alY3rqMidA,Tiziana Bonazzola,1955,óleo sobre tela,Paisagem,,,,,,,
Canvas,https://artsandculture.google.com/asset/katucha/BQEHh7MYWEzEHw,Milton Dacosta,1937,óleo sobre tela,Katucha,,,,,,,
Canvas,https://artsandculture.google.com/asset/sacrifcio-de-santa-luzia/tQHla0Z_Z1B1aw,Autor desconhecido,1937,óleo sobre tela,Sacrifício de Santa Luzia,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-orgenes-lessa/dAFbaJt1Xb9Fqw,José Moraes,1949,óleo sobre tela,Retrato de Orígenes Lessa,,,,,,,
Canvas,https://artsandculture.google.com/asset/perseu-livrando-andrmeda/kQGL0AzzcDS7XQ,Autor desconhecido,1600/1821,óleo sobre tela,Perseu livrando Andrômeda,,,,,,,
Canvas,https://artsandculture.google.com/asset/galo/mAHna8vTX39wBw,Djanira,1951,óleo sobre tela,Galo,,,,,,,
Canvas,https://artsandculture.google.com/asset/noturno-i-e-ii-dptico/ZAFNU_NDnxAmLg,Ana Horta,1986,tinta acrílica sobre tela,Noturno I e II (díptico),w200 x d280 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-laurinha-salgado/zwE5cX02y-rvhQ,Zélia Salgado,1930/1952,óleo sobre tela,Retrato de Laurinha Salgado,,,,,,,
Canvas,https://artsandculture.google.com/asset/o-turista-espanhol-trptico/uQF9H1Br-9cg2g,Jorge Duarte,1983,tinta acrílica sobre tela,O turista espanhol (tríptico),,,,,,,
Canvas,https://artsandculture.google.com/asset/pintura/cAFx3SnzRTo9zg,Inimá de Paula,1956,óleo sobre tela,Pintura,,,,,,,
Canvas,https://artsandculture.google.com/asset/painel-do-descobrimento-mais-terra/zAFF2DEZJkgWWA,Luiz Áquila,1995,tinta acrílica sobre tela,"Painel do descobrimento, mais terra",,,,,,,
Canvas,https://artsandculture.google.com/asset/painel-do-descobrimento-mais-ao-mar/5AGdBldZ6gJbCQ,Luiz Áquila,1995,tinta acrílica sobre tela,"Painel do descobrimento, mais ao mar""",,,,,,,
Canvas,https://artsandculture.google.com/asset/a-derrubada/ZQEbCzvguYr76A,Inimá de Paula,1956/1957,óleo sobre tela,A derrubada,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-incio-porto-alegre/UAF-C1IxRbgvtA,Francisco Aurélio de Figueiredo,1878,óleo sobre tela,Retrato de Inácio Porto Alegre,,,,,,,
Canvas,https://artsandculture.google.com/asset/cana-de-acar/kQHvSsadgPFsWw,Candido Portinari,1955,óleo sobre tela colada em madeira,Cana-de-açúcar,,,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem/ogEoz5adDNLKhA,Ione Saldanha,1954,óleo sobre tela,Paisagem,,,,,,,
Canvas,https://artsandculture.google.com/asset/praia-formosa-rio-de-janeiro-rj/IgEYzOkOidUClg,Hipólito Caron,1888,óleo sobre tela,"Praia Formosa, Rio de Janeiro, RJ",,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-meu-pai/mQGSMZxTSnhPIA,Jorge Mori,1946,Óleo sobre tela,Retrato de meu pai,,,,,,,
Canvas,https://artsandculture.google.com/asset/sem-ttulo/YgFIN87EQXbCWw,Sergio Fingermann,1987,óleo sobre tela,Sem título,,,,,,,
Canvas,https://artsandculture.google.com/asset/ns-i-ii-e-iii-trptico/ywF09usppCZ3ag,Regina Vater,1972,óleo sobre tela,"Nós I, II e III (tríptico)",w100 x d390 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/cozinha-bret/QQEASsz0r3_3VQ,Manoel Lopes Rodrigues,1895,óleo sobre tela,Cozinha bretã,,,,,,,
Canvas,https://artsandculture.google.com/asset/pico-de-itacolomi-ouro-preto-mg/sAGz9Z8DyEBQUw,Francisco Aurélio de Figueiredo,1894,óleo sobre tela,"Pico de Itacolomi, Ouro Preto, MG",,,,,,,
Canvas,https://artsandculture.google.com/asset/pintura-com-branco-intermedirio/wQEWQ8n-mEeBxw,Luiz Áquila,1991,Tinta acrílica sobre tela,Pintura com branco intermediário,w150 x d150 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/morro-do-pintorio-de-janeiro/MwERZZfXr-PpTA,Yoshiya Takaoka,1938,óleo sobre tela,"Morro do Pinto,Rio de Janeiro",w73 x h60 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/morte-de-cezar/DwGb5VMZxsK4Vg,Autor desconhecido,1937,óleo sobre tela,Morte de Cezar,,,,,,,
Canvas,https://artsandculture.google.com/asset/uma-cena-da-vida-de-paris/SQEBgGwJAYsG_Q,Jean Geoffroy,1948,óleo sobre tela,Uma cena da vida de Paris,w206 x h181 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/senador-de-veneza/BQHXP3k98VWmWQ,Autor desconhecido,1937,óleo sobre tela,Senador de Veneza,,,,,,,
Canvas,https://artsandculture.google.com/asset/endimion-e-diana/WwFbpqrnbR2eOg,Autor desconhecido,1937,óleo sobre tela,Endimion e Diana,,,,,,,
Canvas,https://artsandculture.google.com/asset/pintura/cgG4iLZcI-o11w,Aldo Bonadei,1962,óleo sobre tela,Pintura,,,,,,,
Canvas,https://artsandculture.google.com/asset/a-um-amigo/oAHbIJsWs7nDjg,Aldo Bonadei,1954,óleo sobre tela,A um amigo,w95 x d77 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/carne/hQF4HHZ_4YkhUw,Enéas Valle,1994,tinta acrílica sobre tela,Carne,,,,,,,
Canvas,https://artsandculture.google.com/asset/natureza-morta/fwEv6JOMccWs-Q,Tiziana Bonazzola,1948,óleo sobre tela,Natureza morta,,,,,,,
Canvas,https://artsandculture.google.com/asset/composio-abstrata/BQGigNYTRRL31g,Renina Katz,1990,óleo sobre tela,Composição abstrata,,,,,,,
Canvas,https://artsandculture.google.com/asset/vaso-com-flores/XwE-UCM9BFV8BQ,Marques Júnior,1929,óleo sobre tela,Vaso com flores,,,,,,,
Canvas,https://artsandculture.google.com/asset/abstrato/ewHBbbdzScTpNw,Candido Portinari,1938,óleo sobre tela,Abstrato,,,,,,,
Canvas,https://artsandculture.google.com/asset/interior-de-ateli/RQEZFxGlJbBYAQ,Henrique Sálvio,1930/1940,óleo sobre tela,Interior de ateliê,,,,,,,
Canvas,https://artsandculture.google.com/asset/harmonia-em-negro-retrato-da-pintora-maria-margarida-de-lima-soutello/tAF2Pw9i2laypg,Oswaldo Teixeira,1929,pastel sobre tela,Harmonia em negro [Retrato da pintora Maria Margarida de Lima Soutello],,,,,,,
Canvas,https://artsandculture.google.com/asset/adorao-do-menino-jesus/mQG-8T8QTk6PfA,Autor desconhecido,1937,óleo sobre tela,Adoração do Menino Jesus,,,,,,,
Canvas,https://artsandculture.google.com/asset/so-sebastio/gQEy_zrQYhNKxA,Daniel Senise,1991,óleo sobre tela,São Sebastião,,,,,,,
Canvas,https://artsandculture.google.com/asset/figura-de-mulher/GgGRAVx84TOfMA,Artur Lucas,1906,óleo sobre tela,Figura de mulher,,,,,,,
Canvas,https://artsandculture.google.com/asset/herodade/yAGshBCX_L7Kug,Autor desconhecido,1937,óleo sobre tela,Herodíade,,,,,,,
Canvas,https://artsandculture.google.com/asset/o-calvrio/GgEdlhoMWXOo2g,Autor desconhecido,1937,óleo sobre tela,O calvário,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-silvia-meyer/3wHWvrny786F9A,Artur Timóteo da Costa,1912,óleo sobre tela,Retrato de Silvia Meyer,,,,,,,
Canvas,https://artsandculture.google.com/asset/marrom/SwH0w8iKNVmxqA,"Glauco Rodrigues, Glauco Rodrigues",1960,,Marrom,,,óleo sobre tela,,,,
Canvas,https://artsandculture.google.com/asset/sem-ttulo/HgGP4zoehgMddA,João Magalhães,1990,óleo sobre tela,Sem título,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-da-escultora-nicolina-vaz-de-assis/CQGbD3S2KecZow,Eliseu Visconti,1905,óleo sobre tela,Retrato da escultora Nicolina Vaz de Assis,,,,,,,
Canvas,https://artsandculture.google.com/asset/sem-ttulo/TAEhxO8Xj3DNbw,Marcus André,2003,óleo e encáustica sobre tela,Sem Título,,,,,,,
Canvas,https://artsandculture.google.com/asset/la-sombra-impalpable/IwGzpkA8aw1QNQ,Miguel Ángel Ríos,2000,fotografia impressa em papel colocado sobre papel corrugado colado sobre tela pintada com tinta acrílica,La Sombra Impalpable,,,,,,,
Canvas,https://artsandculture.google.com/asset/catedral-fabulosa/ugFQ0Di0FX9yjA,UBI BAVA,1961,óleo sobre tela,Catedral fabulosa,w108 x d97 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/bandeira/BgE8nbHP-45k2w,Gonçalo Ivo,2005,têmpera a caseína sobre tela,Bandeira,w70 x d210 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/vista-de-roma/JgHQ7bXzKyBpUw,Agostinho da Mota,1851/1855,óleo sobre tela,Vista de Roma,,,,,,,
Canvas,https://artsandculture.google.com/asset/engenho-de-cana/wgGQ0gq58uPohQ,Frans Post,1637/1680,óleo sobre tela,Engenho de cana,,,,,,,
Canvas,https://artsandculture.google.com/asset/tretat-barcos-encalhados/SgH6M2P4BOO-Hw,Eugène Boudin,1890,óleo sobre tela,Étretat. Barcos encalhados,w55.5 x h40,,,,,,
Canvas,https://artsandculture.google.com/asset/a-derrubada/zwGYvZnCXjmNVA,Pedro Weingartner,1878/1929,óleo sobre tela,A Derrubada,w148 x h117 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/cromtica/cAG_RSLWcvySmQ,Aluísio Carvão,1960,óleo sobre tela,Cromática,w72 x d116 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-da-poetisa-yone-stamato/GgHx8cGWn1vbjA,Arpad Szenes,1940,óleo sobre tela,Retrato da poetisa Yone Stamato,,,,,,,
Canvas,https://artsandculture.google.com/asset/serial/ywFjsHC-JtHoQA,Roma Tebyriçá,1995/2000,tinta acrílica sobre tela,Serial,,,,,,,
Canvas,https://artsandculture.google.com/asset/natureza-morta/uQEYBUCol0xYeg,Manabu Mabe,1952,óleo sobre tela,Natureza morta,w50 x d60 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/natureza-morta/JgFfz0Ijc3XRWg,Arcângelo Ianelli,1960,óleo sobre tela,Natureza-morta,,,,,,,
Canvas,https://artsandculture.google.com/asset/sem-ttulo-da-srie-invlucro/yAFSdhMjiP_01w,Wanda Pimentel,1999,tinta acrílica sobre tela,"Sem título"", [da série] ""Invólucro""",,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-do-pintor-artur-timteo-da-costa/YQGYXQkpZDokNw,Carlos Chambelland,1909,óleo sobre tela,Retrato do pintor Artur Timóteo da Costa,,,,,,,
Canvas,https://artsandculture.google.com/asset/raio-de-sol/PgEp2Kfwf0gN2g,Georgina De Albuquerque,1920,óleo sobre tela,Raio de sol,,,,,,,
Canvas,https://artsandculture.google.com/asset/composio/fwGXw6tc1s1Vqw,Eduardo Sued,1985,óleo sobre tela,Composição,w135 x d180 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem-urbana-so-paulo-sp/VgGv9oa7mBrMKQ,Dario Vilares Barbosa,1900/1952,óleo sobre tela,"Paisagem urbana, São Paulo, SP",,,,,,,
Canvas,https://artsandculture.google.com/asset/vacas-pastando-na-beira-do-mar/FwGPNJX1rZpE4w,Eugène Boudin,1879,óleo sobre tela,Vacas pastando na beira do mar,w46.5 x h36.5,,,,,,
Canvas,https://artsandculture.google.com/asset/composio-abstrata/7QHPTxdB0CCAmw,Eduardo Sued,1994,óleo sobre tela,Composição abstrata,,,,,,,
Canvas,https://artsandculture.google.com/asset/autorretrato/fgE9710qOH-kfg,Yoshiya Takaoka,1938,óleo sobre tela,Autorretrato,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-senhora/pwE0MIRqjLlbpw,Djanira,1942,óleo sobre tela,Retrato de senhora,,,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem-do-silvestre/ugFOCF610VT4iQ,Luís Graner,1890/1929,óleo sobre tela,Paisagem do Silvestre,,,,,,,
Canvas,https://artsandculture.google.com/asset/instabile/fwF1eWTiN_2cLA,Emmanuel Nassar,1993,tinta acrílica sobre tela,Instabile,w200 x d132 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/bordeaux-o-porto/SwGDsOm0p1hL3A,Eugène-Louis Boudin,1876,óleo sobre tela,Bordeaux. O porto,,,,,,,
Canvas,https://artsandculture.google.com/asset/a-lio/CwGxMUQx4DTzIw,Rafael Frederico,1895,óleo sobre tela,A lição,,,,,,,
Canvas,https://artsandculture.google.com/asset/ocre/_wH10hMqU9Q-pQ,Arcângelo Ianelli,1964,óleo sobre tela,Ocre,,,,,,,
Canvas,https://artsandculture.google.com/asset/jesus-cristo-e-a-virgem/KgFSCH6LFJOCnA,Autor desconhecido,1601/1700,óleo sobre tela,Jesus Cristo e a Virgem,,,,,,,
Canvas,https://artsandculture.google.com/asset/faixas-inclinadas/oQFuVoL_Br1kSQ,Rubem Ludolf,1986,óleo sobre tela,Faixas inclinadas,,,,,,,
Canvas,https://artsandculture.google.com/asset/vitria-de-samotrcia/cAFUlKyCJPKHnQ,Eliseu Visconti,1919,óleo sobre tela,Vitória de Samotrácia,w118 x h180.9 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/colheita-de-feno/-wE_PT1jhA-LaQ,Henry Moret,1898,óleo sobre tela,Colheita de feno,,,,,,,
Canvas,https://artsandculture.google.com/asset/me-maria/OQHB_-URTF1ygg,Orósio Belém,1945,óleo sobre tela,Mãe Maria,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-claudio-la-moral/AAHPUNFHuAkidQ,Autor desconhecido,1937,óleo sobre tela,Retrato de Claudio La Moral,,,,,,,
Canvas,https://artsandculture.google.com/asset/umbigo-do-mundo/FAHzp95BCgbsGw,Flavio-Shiró,1989,técnica mista sobre tela,Umbigo do mundo,,,,,,,
Canvas,https://artsandculture.google.com/asset/composio/ZAFA0rSMgeKhTg,Firmino Saldanha,1956,óleo sobre tela,Composição,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-do-escritor-incio-de-viveiros-raposo/bgEFrrwfNyRC7w,Daniel Bérard,1907,óleo sobre tela,Retrato do escritor Inácio de Viveiros Raposo,,,,,,,
Canvas,https://artsandculture.google.com/asset/retrato-de-elyete-cunha-costa/UAHaVaDROsOyCg,Dimitri Ismailovitch,1955,óleo sobre tela,Retrato de Elyete Cunha Costa,,,,,,,
Canvas,https://artsandculture.google.com/asset/paisagem-romana-itlia/SwFtxsXfbwAlLw,Henrique Bernardelli,1878/1885,óleo sobre tela,"Paisagem romana, Itália",,,,,,,
Canvas,https://artsandculture.google.com/asset/so-pedro-de-alcntara/0gHh8W7QLfVfBg,Autor Desconhecido,1700/1900,óleo sobre tela,São Pedro de Alcântara,w140 x d103 (cm),,,,,,
Canvas,https://artsandculture.google.com/asset/o-operrio/twH1BQQ12YrvhA,Quirino Campofiorito,1932,óleo sobre tela,O operário,,,,,,,
Canvas,https://artsandculture.google.com/asset/so-marcos-evangelista/rgHxIlff1BW5vw,Nicolas Antoine Taunay,1800/1825,óleo sobre tela,São Marcos Evangelista,,,,,,,
Canvas,https://artsandculture.google.com/asset/jesus-entre-a-plebe/hgFovYfG-wkqMQ,Autor desconhecido,1937,óleo sobre tela,Jesus entre a plebe,,,,,,,
Canvas,https://artsandculture.google.com/asset/autorretrato/EwHG8zzhqc5sUg,Alfredo Galvão,1938,óleo sobre tela,Autorretrato,w59 x h80 cm,,,,,,
Canvas,https://artsandculture.google.com/asset/sem-ttulo/dwGdYJFrlrDwkg,Wanda Pimentel,1994,tinta acrílica sobre tela,Sem título,,,,,,,
Canvas,https://artsandculture.google.com/asset/estudo-para-panorama-do-rio-de-janeiro-morro-da-conceio-e-igreja-da-candelria/7AEVY08TJtal9g,Vítor Meireles,1885,óleo sobre tela,,,,,,,,
Canvas,https://artsandculture.google.com/asset/sem-ttulo-da-srie-animais/fwE3O2mIzs3i7w,Wanda Pimentel,1998/2004,"tinta acrílica, tecido, madeira e vidro sobre tela","Sem título"", [da série] ""Animais""",,,,,,,
