Autor,Descrição,Desenho Livre,Document,Dossiê,Função Sérgio Britto,Link do Item,Local,Nome do material,Tipo de artigo,Título,Ano,Tipo de publicação,Elenco,Equipe Técnica,Veículo da publicação,Material de Divulgação,Número de páginas,Projeto Gráfico,Observação
Joaquim Ferreira dos Santos,Nota sobre o Prêmio APTR de Teatro que aconteceu no Leblon,,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/gente-boa/,Rio de Janeiro,Hemeroteca,,Gente Boa,,coluna social,,,Jornal O Globo,,,,
,"Matéria sobre o Prêmio Shell de Teatro, onde Sergio Britto foi contemplado com o troféu de melhor ator pela peça A última gravação de Beckett",,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/noite-de-festa-para-o-teatro-brasileiro/,Rio de Janeiro,Hemeroteca,,Noite de festa para o teatro brasileiro,,reportagem,,,Jornal O Dia,,,,
Heloisa Tolipan,Nota sobre Sergio Britto ser o grande homenageado desse ano do Prêmio Shell de teatro.,,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/gente/,Rio de Janeiro,Hemeroteca,,Gente,2004,coluna social,,,Jornal do Brasil,,,,
Marcia Cezimbra,Matéria sobre a Shell estar comemorando 75 anos de Brasil e para comemorar está lançando o Prêmio Shell de Teatro,,,Prêmios,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-agora-tem-premio-shell/,Rio de Janeiro,Hemeroteca,,Teatro agora tem Prêmio Shell,1988,reportagem,,,Jornal do Brasil,,,,
Wilson Coutinho,Matéria sobre o lançamento da biografia de Sérgio Britto que expõe em livro os bastidores do teatro e sua tentativa de suicídio.,,,Fábrica de iIusões,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-diario-de-cena/,Rio de Janeiro,Hemeroteca,,O diário de cena,1996,reportagem,,,Jornal O Globo,,,,
,Foto de Sergio Britto com Fernando Torres e Fernanda Montenegro na noite de autógrafos de livro Fábrica de Ilusão,,,Fábrica de iIusões,,https://www.funarte.gov.br/acervo-sergio-britto-digital/fabrica-de-ilusao-5/,Rio de Janeiro,Hemeroteca,,Fábrica de ilusão,1996,reportagem,,,Jornal O Globo,,,,
Luiz Fernando Vianna,Matéria sobre o lançamento do livro Fábrica de Ilusão por Sergio Britto em comemoração aos 50 anos de carreira. Livro de memória com edição de luxo.,,,Fábrica de iIusões,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-teatro-brasileiro-visto-por-um-dos-seus-protagonistas/,Rio de Janeiro,Hemeroteca,,O Teatro Brasileiro visto por um dos seus protagonistas,1996,reportagem,,,Jornal O Globo,,,,
,Nota sobre o lançamento do livro Fábrica de ilusão,,,Fábrica de iIusões,,https://www.funarte.gov.br/acervo-sergio-britto-digital/fabrica-de-ilusao-4/,Rio de Janeiro,Hemeroteca,,Fábrica de ilusão,1996,reportagem,,,Jornal do Brasil,,,,
Sergio Viotti,"Entrevista de Sergio Britto a Sergio Viotti, aonde Britto conta dos 50 anos de carreira e do livro que irá publicar",,,Fábrica de iIusões,,https://www.funarte.gov.br/acervo-sergio-britto-digital/50-anos-de-emocao/,Rio de Janeiro,Hemeroteca,,50 anos de emoção,1996,reportagem,,,Revista Manchete,,,,
Luciana Medeiros,"Email trocado entreLuciana Medeiros e Antonio Bento, secretário de Sergio. Sergio recebia emails via email do Antonio Bento, que os imprimia e dava para o Sergio ler. Esse email está incompleto",Não,,A Útima Gravação de Krapp,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/email-luciana-medeiros/,Rio de Janeiro,Manuscrito,digitado,Email Luciana Medeiros,,,,,,,,,
Luciana Medeiros,"Email trocado entreLuciana Medeiros e Antonio Bento, secretário de Sergio. Sergio recebia emails via email do Antonio Bento, que os imprimia e dava para o Sergio ler. Esse email contém a matéria feita para o Valor do Rio.",Não,,A Útima Gravação de Krapp,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/na-companhia-do-silencia/,Rio de Janeiro,Manuscrito,digitado,Na companhia do silência,2008,,,,,,,,
Isabel Cavalcante,"Email trocado entre Isabel Cavalcanti, diretora do espetáculo A última gravação de Krapp, e Antonio Bento, secretário de Sergio. Sergio recebia emails via email do Antonio Bento, que os imprimia e dava para o Sergio ler. Esse email enviado por Isabel, se trata de uma entrevista.",Não,,A Útima Gravação de Krapp,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/email-isabel-cavalcanti/,Rio de Janeiro,Manuscrito,digitado,Email Isabel Cavalcanti,2009,,,,,,,,
,"Programação das peças em cartaz com destaque para A última gravação de Krapp, a foto do espetáculo ilustra a matéria",,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/em-cartaz-2/,São Paulo,Hemeroteca,,Em cartaz,2009,divulgação,,,Veja SP,,,,
,"Programação do SESC com destaque para a peça A última gravação de Krapp, foto na matéria é do espetáculo.",,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/santana/,São Paulo,Hemeroteca,,Santana,2009,divulgação,,,Revista SESC,,,,
Alessandra Duarte,Matéria sobre um livro que será publicado pela editora Cosac Nacif no fim do ano com algumas peças de Beckett comentadas.,,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/beckett-em-versao-para-a-televisao/,Rio de Janeiro,Hemeroteca,,Beckett em versão para a televisão,2009,reportagem,,,Jornal O Globo,,,,
Mauro Ventura,"Matéria sobre a reestréia da peça de Beckett, agora no Teatro Ginástico, palco aonde Sergio Britto não se apresentava desde 1965.",,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-volta-para-casa-de-britto/,Rio de Janeiro,Hemeroteca,,A volta para casa de Britto,2009,reportagem,,,Jornal O Globo,,,,
Arthur Dapieve,"Matéria sobre a peça A última gravação de Krapp e Ato sem palavras encenada por Sergio Britto, considerada pelo autor uma peça que alimenta cabeças.",,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/duas-vezes-britto/,Rio de Janeiro,Hemeroteca,,Duas vezes Britto,2008,reportagem,,,Jornal O Globo,,,,
,"Matéria  sobre a estréia em São Paulo da peça que junta dois textos de Beckett, Ato sem palavras e A última gravação de Krapp. Destaca que o espetáculo foi sucesso no Rio.",,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/britto-estreia-elogiada-uniao-de-pecas-de-beckett/,São Paulo,Hemeroteca,,Britto estréia elogiada união de peças de Beckett,2009,reportagem,,,Jornal Folha de São Paulo,,,,
Jana Schoninger,Matéria sobre o Festival Palco Giratório que acontece em Porto Alegre em maio.,,,A Útima Gravação de Krapp,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sergio-britto-abre-o-festival-interpretando-textos-de-beckett/,,Hemeroteca,,Sergio Britto abre o festival interpretando textos de Beckett,2009,reportagem,,,Revista Arte SES,,,,
Flavio Marinho,Mat'eria sobre as comedias em cartaz no Rio que vao desde o besteirol ate as comedias classicas,,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/rio-elege-o-riso/,Rio de Janeiro,Hemeroteca,,Rio elege o riso,1986,reportagem,,,Jornal O Globo,,,,
Flavio Marinho,"Nota sobre Paulo Gracindo, Yara Amaral e Ary Fontoura que continuam em cartaz com a peca sabado, domingo e segunda.",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/rio-show-2/,Rio de Janeiro,Hemeroteca,,Rio show,1987,reportagem,,,Jornal O Globo,,,,
,"matéria sobre a peça do dramaturgo De Felippo, Sábado, domingo e segunda, em cartaz no Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/ritual-no-teatro-dos-quatro-a-familia-napolitana-almoca/,Rio de Janeiro,Hemeroteca,,Ritual no Teatro dos Quatro a família napolitana almoça,1987,reportagem,,,Jornal O Globo,,,,
,"Nota sobre a substituição de Paulo Goulard por Leonardo Villar na peça Sábado, domingo e segunda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sai-goullart-entra-villar-em-boa-peca/,Rio de Janeiro,Hemeroteca,,Sai Goullart entra Villar em boa peça,1987,reportagem,,,Jornal O Globo,,,,
,"Nota indicando que os frequentadores confundem o titulo da peça Sábado, domingo e segunda e só querem comprar ingressos para o fim de semana",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/zona-franca-5/,Rio de Janeiro,Hemeroteca,,Zona Franca,1986,coluna social,,,Jornal O Globo,,,,
Cidinha Campos,"Nota indicando a peça Sábado, domingo e segunda em cartaz no Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/cidinha-na-jogada/,Rio de Janeiro,Hemeroteca,,Cidinha na jogada,1986,coluna social,,,Jornal O Fluminense,,,,
,Flor de Cactus ultrapassa a centésima representação no Teatro Copacabana .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/inspiracao-na-boate/,Rio de Janeiro,Hemeroteca,,Inspiração na Boate,1965,divulgação,,,O Jornal,,,,
,"Matéria sobre a peça Sábado, domingo e segunda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-sabado-domingo-e-segunda/,Rio de Janeiro,Hemeroteca,,"Teatro, sábado, domingo e segunda",1986,reportagem,,,Jornal O Fluminense,,,,
,"Foto de Cláudio Cavalcanti , Guilherme Dieken , Paulo Roberto e Sérgio Britto , integrantes do elenco de Flor de Cactus  .",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-de-cactus-17/,Rio de Janeiro,Hemeroteca,,Flor de Cactus,1965,divulgação,,,O Jornal,,,,
Eliane Martins,"Nota sobre os atores que estão em cartaz com a peça Sábado, domingo e segunda e também na televisão",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/camera-de-acao/,Rio de Janeiro,Hemeroteca,,Câmera de ação,1986,reportagem,,,Jornal O Dia,,,,
,"Nota sobre a vida na ponte áerea da atriz Renata Fronze que está no Rio em cartaz com a peça Sábado, domingo e segunda e em São Paulo, com uma novela na TV Machete.",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/renata-na-ponte-aerea/,,Hemeroteca,,Renata na Ponte áerea,1986,reportagem,,,Jornal dos Sports,,,,
,Nathália Timberg faz ao lado de Sérgio Britto Espetáculo Flor de Cactus  no teatro Copacabana .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/no-copa/,Rio de Janeiro,Hemeroteca,,No Copa,1965,divulgação,,,O Jornal,,,,
Walter Rizzo,"nota sugerindo que se assista ao espetáculo Sábado, domingo e segunda em cartaz no Teatro dos Quatro",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/bola-social/,,Hemeroteca,,Bola Social,1986,coluna social,,,Jornal dos Sports,,,,
,Espetáculo Flor de Cactus lota o teatro desde a sua estréia .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/vamos-ao-teatro-2/,Rio de Janeiro,Hemeroteca,,Vamos ao Teatro,1965,divulgação,,,O Jornal,,,,
Reynaldo Loy,"Coluna especial sobre a noite de estréia da peça Sábado, domingo e segunda.",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-16/,,Hemeroteca,,"Sábado, domingo e segunda",1986,coluna social,,,Jornal dos Sports,,,,
,Crítica do espetáculo Flor de Cactus .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-19/,Rio de Janeiro,Hemeroteca,,Teatro,1965,critica,,,O Jornal,,,,
Reynaldo Loy,"Matéria que o colunista inicia falando que assistiu a um dos últimos ensaios da peça Sábado, domingo e seguda e ficou muito bem impressionado",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-15/,,Hemeroteca,,"Sábado, domingo e segunda",1986,coluna social,,,Jornal dos Sports,,,,
,Fernanda Montenegro fala sobre Sérgio Britto e o Jornalista Mauro Sales fala sobre Nathalia Timberg .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/uma-apresentacao-diferente/,Rio de Janeiro,Hemeroteca,,Uma Apresentação Diferente,1965,entrevista,,,O Globo,,,,
Reynaldo Loy,"nota sobre o aniversário da atriz Renata Fronzi que está em cartaz com a peça Sábado, domingo e seguda",,,"Sábado, Domingo e Segunda",,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-14/,,Hemeroteca,,"Sábado, domingo e segunda",1986,coluna social,,,Jornal dos Sports,,,,
,"Nathalia Timberg e Sérgio Britto são os protagonistas  da peça  Flor de Cactus  , sucesso no Teatro Copacabana .",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sucesso-parisiense-no-copacabana/,Rio de Janeiro,Hemeroteca,,Sucesso Parisiense no Copacabana,1965,divulgação,,,O Globo,,,,
Luciana Villas Boas,"Matéria sobre a peça de Tchekov, Tio Vânia, que está em cartaz no Teatro dos Quatro.",,,Tio Vania,,https://www.funarte.gov.br/acervo-sergio-britto-digital/classico-de-volta/,Rio de Janeiro,Hemeroteca,,Clássico de volta,1984,reportagem,,,Revista Veja,,,,
Eduardo Mascarenhas,"A coluna No divã do Mascarenhas avalia a peça de Tchekov, Tio Vânia",,,Tio Vania,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tio-vania-3/,Rio de Janeiro,Hemeroteca,,Tio Vânia,1984,reportagem,,,Jornal Última Hora,,,,
,Crítica a peça Tio Vânia de Tchekov que estréia no Teatro dos Quatro com direção de Sergio Britto,,,Tio Vania,,https://www.funarte.gov.br/acervo-sergio-britto-digital/um-bom-tchekov/,Rio de Janeiro,Hemeroteca,,Um bom Tchekov,1984,reportagem,,,Revista Visão,,,,
,"Estréia da peça  Flor de Cactus , comédia que conta as artimanhas de um dentista metido a Don Juan e suas confusões amorosas.",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/esta-no-cartaz/,Rio de Janeiro,Hemeroteca,,Está no cartaz,1965,divulgação,,,O Globo,,,,
Wilson Cunha,Reportagem sobre a peça Tio Vânia destacando ser o sexto ano do Teatro dos Quatro que tem mantido uma programação de nível elevado.,,,Tio Vania,,https://www.funarte.gov.br/acervo-sergio-britto-digital/sei-anos-de-dignidade/,Rio de Janeiro,Hemeroteca,,Sei anos de dignidade,1984,reportagem,,,Revista Manchete,,,,
,"Reportagem sobre a peça Tio Vânia usando a entrevista de Sergio Britto, diretor do espetáculo, na matéria",,,Tio Vania,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tio-vania-um-classico-de-sobria-beleza/,Rio de Janeiro,Hemeroteca,,Tio Vânia um clássico de sóbria beleza,1984,reportagem,,,Revista Desfile,,,,
Carlos Swann,Estréia da peça  Flor de Cactus no Teatro Copacabana teve noite beneficiente em prol da  Casa da Criança .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-de-cactus-16/,Rio de Janeiro,Hemeroteca,,Flor de Cactus,1965,coluna social,,,O Globo,,,,
,Texto fala sobre figurino usado pelo elenco femininino da peça  Flor de Cactus  .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/caderno-ela/,Rio de Janeiro,Hemeroteca,,Caderno Ela,1965,divulgação,,,O Globo,,,,
Vítor de Carvalho,Duas peças baseadas nas obras dos autores franceses Berillet e Grédy foram montadas no Brasil :  As Inocentes do Leblon e Flor de Cactus  .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/opening-night-de-agosto-no-copacabana/,Rio de Janeiro,Hemeroteca,,Opening - night de agosto no Copacabana,1965,divulgação,,,O Globo,,,,
,Cláudio Cavalcânti se consagra como um dos novos atores de maior destaque no teatro  .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/claudio-dia-e-noite/,Rio de Janeiro,Hemeroteca,,Cláudio Dia e Noite,1965,reportagem,,,O Globo,,,,
Carlos Swann,"Foto de Iramaia Costa e Silva de Carvalho, Fernando Augusto , ao lado do ator Sérgio Britto  .",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/reportagem-social/,Rio de Janeiro,Hemeroteca,,Reportagem Social,1965,coluna social,,,O Globo,,,,
,Sérgio Britto substitui Jardel Filho no personagem central  do espetáculo de  Flor de Cactus .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-de-cactus-15/,Rio de Janeiro,Hemeroteca,,Flor de Cactus,1965,divulgação,,,O Globo,,,,
,Nathália Timberg e Sérgio Britto juntos mais uma vez    no espetáculo Flor de Cactus .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/mais-uma-vez-juntos/,Rio de Janeiro,Hemeroteca,,Mais uma vez juntos,1965,divulgação,,,O Globo,,,,
Victor de Carvalho,"Crítica   do espetáculo Flor de Cactus , comédia de Barillet e Gredy   .",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-18/,Rio de Janeiro,Hemeroteca,,Teatro,1965,critica,,,O Globo,,,,
,"Foto do elenco  do espetáculo Flor de Cactus , comédia de Barillet e Gredy   .",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-de-cactus-14/,Rio de Janeiro,Hemeroteca,,Flor de Cactus,1965,divulgação,,,O Dia,,,,
Ari Vasconcelos,Crítica do espetáculo Flor de Cactus .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/ha-um-cactus-no-caminho-de-copacabana/,Rio de Janeiro,Hemeroteca,,Há um cactus no caminho de Copacabana,1965,critica,,,O Dia,,,,
,Festa para Nathália Timberg durante os ensaios do espetáculo Flor de Cactus .,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-bolo-e-o-beijo/,Rio de Janeiro,Hemeroteca,,O bolo e o beijo,1965,divulgação,,,,,,,
,"Cláudia Martins , Mauro Salles e Sérgio Britto , integrantes do elenco   da comédia Flor de Cactus Ornstein",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-de-cactus-13/,Rio de Janeiro,Hemeroteca,,Flor de Cactus,1965,divulgação,,,,,,,
,Produtor   da comédia Flor de Cactus Ornstein oferece almoço para elenco e equipe do espetáculo.,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-de-cactus-no-copacabana/,Rio de Janeiro,Hemeroteca,,Flor de Cactus no Copacabana,1965,divulgação,,,,,,,
Yan Michalski,Crítica  da comédia Flor de Cactus.,,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/cactus-de-poucas-flores/,Rio de Janeiro,Hemeroteca,,Cactus de poucas flores,1965,critica,,,Jornal do Brasil,,,,
,"Pré - estréia da comédia Flor de Cactus de Barillet e Grédy , com produção de Oscar Ornstein no Teatro Copacabana .",,,Flor de Cactus,,https://www.funarte.gov.br/acervo-sergio-britto-digital/flor-e-comedia/,Rio de Janeiro,Hemeroteca,,Flor é comédia,1965,divulgação,,,Jornal do Brasil,,,,
Flavio Marinho,"Reportagem sobre a montagem de Tio Vânia, destacando como nos seis anos de funcionamento do Teatro dos Quatro o repertório de qualidade escolhido.",,,Tio Vania,,https://www.funarte.gov.br/acervo-sergio-britto-digital/tio-vania-a-comemoracao-dos-seis-anos-ferteis-do-teatro-dos-quatro/,Rio de Janeiro,Hemeroteca,,Tio Vânia a comemoração dos seis anos férteis do Teatro dos Quatro,1884,reportagem,,,Jornal O Globo,,,,
